Tympanuchus_cupido	Syrmaticus_mikado	Phasianus_colchicus	Penelope_pileata	Pavo_cristatus	Oxyura_jamaicensis	Odontophorus_gujanensis	Numida_meleagris	Meleagris_gallopavo	Lyrurus_tetrix	Lagopus_muta	Gallus_gallus	Cygnus_atratus	Coturnix_japonica	Colinus_virginianus	Chrysolophus_pictus	Centrocercus_minimus	Callipepla_squamata	Aythya_fuligula	Anser_cygnoides	Anseranas_semipalmata	Anas_platyrhynchos	Alectura_lathami	
1.208e-06	8.2166e-05	1.3302e-06	0.0031418	3.1017e-05	0.00021193	8.7909e-07	2.2406e-07	2.3034e-07	6.2565e-07	0.05696	1.7183e-07	0.029625	9.2567e-09	3.4116e-05	6.2033e-05	3.4322e-06	4.2107e-05	0.0026301	0.0010146	1.0864e-07	2.8373e-05	0.18364	
1.2308e-06	8.4483e-05	1.3075e-06	0.0031675	2.8237e-05	0.00020482	8.5647e-07	2.1478e-07	2.5874e-07	5.4284e-07	0.056991	1.898e-07	0.029654	8.9337e-09	3.418e-05	6.2478e-05	3.437e-06	4.1729e-05	0.00262	0.0010161	1.1523e-07	2.8574e-05	0.18616	
1.2545e-06	8.6976e-05	1.2892e-06	0.0031959	2.5726e-05	0.00019807	8.367e-07	2.0893e-07	2.9443e-07	4.6124e-07	0.057025	2.086e-07	0.029682	8.7644e-09	3.4257e-05	6.2989e-05	3.4441e-06	4.1365e-05	0.0026102	0.0010178	1.2191e-07	2.8783e-05	0.189	
1.2791e-06	8.9656e-05	1.2752e-06	0.0032271	2.3456e-05	0.00019166	8.1964e-07	2.0632e-07	3.3903e-07	3.8047e-07	0.057059	2.2834e-07	0.029712	8.7401e-09	3.4346e-05	6.3566e-05	3.4534e-06	4.1014e-05	0.0026004	0.0010195	1.2869e-07	2.8998e-05	0.19218	
1.3011e-06	9.2242e-05	1.2572e-06	0.0032572	2.108e-05	0.00018512	8.0573e-07	2.0043e-07	3.7833e-07	4.541e-07	0.057094	2.4562e-07	0.029741	7.8361e-09	3.4449e-05	6.4102e-05	3.4593e-06	4.0677e-05	0.0025907	0.0010211	1.3402e-07	2.9206e-05	0.19521	
1.3238e-06	9.5004e-05	1.2428e-06	0.0032899	1.8911e-05	0.00017887	7.9396e-07	1.9726e-07	4.2654e-07	5.2753e-07	0.057129	2.6367e-07	0.02977	6.9967e-09	3.4564e-05	6.4698e-05	3.4671e-06	4.0351e-05	0.002581	0.0010228	1.3937e-07	2.9421e-05	0.19856	
1.3472e-06	9.795e-05	1.232e-06	0.0033256	1.6929e-05	0.00017292	7.8428e-07	1.9673e-07	4.8551e-07	6.0106e-07	0.057166	2.8258e-07	0.0298	6.1875e-09	3.469e-05	6.5357e-05	3.4768e-06	4.0036e-05	0.0025715	0.0010246	1.4476e-07	2.9642e-05	0.20228	
1.3715e-06	0.00010112	1.2254e-06	0.0033649	1.5138e-05	0.00016727	7.7973e-07	1.9932e-07	5.5939e-07	6.7577e-07	0.057204	3.0274e-07	0.029831	5.4426e-09	3.4792e-05	6.6089e-05	3.4887e-06	3.9693e-05	0.0025622	0.0010264	1.5033e-07	2.9871e-05	0.20645	
1.3933e-06	0.00010419	1.2149e-06	0.0034028	1.3265e-05	0.0001615	7.7262e-07	1.9887e-07	6.2579e-07	7.4094e-07	0.057241	3.2038e-07	0.029861	3.8678e-09	3.4884e-05	6.6778e-05	3.4973e-06	3.9338e-05	0.0025528	0.0010282	1.5445e-07	3.0093e-05	0.21042	
1.4126e-06	0.00010715	1.2004e-06	0.0034393	1.1762e-05	0.00015561	7.6287e-07	1.953e-07	6.8461e-07	7.965e-07	0.057278	3.4388e-07	0.029891	6.2833e-09	3.4965e-05	6.7424e-05	3.5025e-06	3.8972e-05	0.0025433	0.00103	1.571e-07	3.0307e-05	0.21419	
1.433e-06	0.00011	1.1817e-06	0.0034478	1.041e-05	0.00015013	7.5562e-07	1.9502e-07	6.8461e-07	8.5357e-07	0.057317	3.6918e-07	0.02992	9.0174e-09	3.506e-05	6.8023e-05	3.5102e-06	3.8619e-05	0.002534	0.0010317	1.5991e-07	3.0528e-05	0.21859	
1.451e-06	0.00011276	1.1594e-06	0.0034558	1.0537e-05	0.00014454	7.4595e-07	1.9189e-07	6.8057e-07	9.0143e-07	0.057355	3.9154e-07	0.02995	1.0854e-08	3.5145e-05	6.8584e-05	3.5147e-06	3.8254e-05	0.0025246	0.0010333	1.6131e-07	3.0741e-05	0.2228	
1.4692e-06	0.00011567	1.1394e-06	0.0034647	1.069e-05	0.00013915	7.3752e-07	1.9044e-07	6.8132e-07	9.4817e-07	0.057394	4.1462e-07	0.029979	1.2744e-08	3.5237e-05	6.919e-05	3.5202e-06	3.7898e-05	0.0025153	0.001035	1.6253e-07	3.096e-05	0.22735	
1.4876e-06	0.00011873	1.1218e-06	0.0034746	1.087e-05	0.00013395	7.3036e-07	1.9073e-07	6.8704e-07	9.9402e-07	0.057434	4.3856e-07	0.030009	1.4749e-08	3.5338e-05	6.9844e-05	3.5269e-06	3.7548e-05	0.0025061	0.0010368	1.6359e-07	3.1183e-05	0.23226	
1.5061e-06	0.00012192	1.1061e-06	0.0034854	1.1075e-05	0.00012892	7.2414e-07	1.9239e-07	6.9709e-07	1.0384e-06	0.057475	4.6311e-07	0.030039	1.6831e-08	3.5446e-05	6.82e-05	3.5343e-06	3.7205e-05	0.002497	0.0010386	1.644e-07	3.1409e-05	0.23752	
1.5227e-06	0.00012507	1.0878e-06	0.003496	1.1259e-05	0.00012385	7.1617e-07	1.92e-07	7.0461e-07	1.0749e-06	0.057516	4.8569e-07	0.030069	1.8157e-08	3.5547e-05	6.6528e-05	3.5393e-06	3.6854e-05	0.0024879	0.0010403	1.6402e-07	3.1631e-05	0.24267	
1.5392e-06	0.00012835	1.0711e-06	0.0035075	1.1466e-05	0.00011893	7.0903e-07	1.9285e-07	7.163e-07	1.1098e-06	0.057558	5.0882e-07	0.0301	1.9548e-08	3.5654e-05	6.4918e-05	3.5449e-06	3.6509e-05	0.0024789	0.0010421	1.6334e-07	3.1856e-05	0.24816	
1.5538e-06	0.00013158	1.052e-06	0.0035187	1.1653e-05	0.00011397	7.0014e-07	1.9164e-07	7.2539e-07	1.1368e-06	0.057599	5.2995e-07	0.03013	2.0176e-08	3.5754e-05	6.3279e-05	3.5481e-06	3.6156e-05	0.0024699	0.0010439	1.6147e-07	3.2076e-05	0.25353	
1.5665e-06	0.00013477	1.0303e-06	0.0035297	1.182e-05	0.00010897	6.895e-07	1.884e-07	7.3192e-07	1.156e-06	0.05764	5.4909e-07	0.03016	2.0043e-08	3.5848e-05	6.1611e-05	3.5489e-06	3.5795e-05	0.0024608	0.0010457	1.5842e-07	3.2291e-05	0.25879	
1.5793e-06	0.0001381	1.0105e-06	0.0035417	1.2013e-05	0.00010413	6.7986e-07	1.8662e-07	7.4322e-07	1.174e-06	0.057683	5.69e-07	0.030191	2.0043e-08	3.5948e-05	6.0011e-05	3.5505e-06	3.544e-05	0.0024518	0.0010475	1.5513e-07	3.251e-05	0.26443	
1.5922e-06	0.00014159	9.9251e-07	0.0035547	1.2233e-05	9.9446e-05	6.7119e-07	1.8628e-07	7.595e-07	1.1908e-06	0.057726	5.8973e-07	0.030222	2.0177e-08	3.6056e-05	5.8474e-05	3.553e-06	3.5091e-05	0.002443	0.0010493	1.5161e-07	3.2733e-05	0.27048	
1.6032e-06	0.00014504	9.721e-07	0.0035675	1.2434e-05	9.4726e-05	6.6082e-07	1.8395e-07	7.7322e-07	1.1998e-06	0.057769	6.0849e-07	0.030253	1.9562e-08	3.6158e-05	5.6912e-05	3.5532e-06	3.4735e-05	0.0024341	0.0010512	1.4691e-07	3.2951e-05	0.27641	
1.6144e-06	0.00014866	9.5348e-07	0.0035813	1.2662e-05	9.0162e-05	6.5141e-07	1.8306e-07	7.9218e-07	1.2077e-06	0.057813	6.2811e-07	0.030284	1.9078e-08	3.6266e-05	5.5412e-05	3.5542e-06	3.4385e-05	0.0024252	0.001053	1.4197e-07	3.3173e-05	0.28278	
1.6257e-06	0.00015245	9.3658e-07	0.0035962	1.292e-05	8.5748e-05	6.4294e-07	1.8359e-07	8.1676e-07	1.2144e-06	0.057858	6.4867e-07	0.030315	1.8717e-08	3.6382e-05	5.3973e-05	3.556e-06	3.4041e-05	0.0024165	0.0010549	1.3678e-07	3.34e-05	0.2896	
1.6371e-06	0.00015642	9.2139e-07	0.0036124	1.3208e-05	8.148e-05	6.354e-07	1.8558e-07	8.4753e-07	1.2201e-06	0.057904	6.7022e-07	0.030347	1.8478e-08	3.6506e-05	5.2593e-05	3.5588e-06	3.3703e-05	0.0024079	0.0010569	1.3133e-07	3.3631e-05	0.29692	
1.6466e-06	0.00016033	9.0366e-07	0.0036299	1.3474e-05	7.7358e-05	6.2608e-07	1.8531e-07	8.7516e-07	1.2178e-06	0.05795	6.8966e-07	0.030378	1.7465e-08	3.6622e-05	5.1185e-05	3.5591e-06	3.3358e-05	0.0023994	0.0010589	1.2564e-07	3.3866e-05	0.30478	
1.6561e-06	0.00016441	8.8741e-07	0.0036487	1.377e-05	7.3364e-05	6.1757e-07	1.8636e-07	9.0898e-07	1.2141e-06	0.057996	7.1001e-07	0.030411	1.6525e-08	3.6746e-05	4.9831e-05	3.5601e-06	3.3017e-05	0.0023909	0.0010609	1.1963e-07	3.4106e-05	0.31318	
1.6637e-06	0.00016842	8.6853e-07	0.0036671	1.4041e-05	6.9327e-05	6.0721e-07	1.8522e-07	9.3932e-07	1.2023e-06	0.058043	7.2817e-07	0.030443	1.4795e-08	3.6861e-05	4.8447e-05	3.5586e-06	3.2669e-05	0.0023824	0.0010629	1.1241e-07	3.434e-05	0.32139	
1.6718e-06	0.00017268	8.5209e-07	0.0036871	1.4357e-05	6.5457e-05	5.9828e-07	1.8626e-07	9.7883e-07	1.1907e-06	0.05809	7.4804e-07	0.030475	1.3319e-08	3.6988e-05	4.7136e-05	3.5586e-06	3.2328e-05	0.0023741	0.0010649	1.0508e-07	3.458e-05	0.33034	
1.6812e-06	0.00017727	8.3992e-07	0.003706	1.4738e-05	6.1488e-05	5.9167e-07	1.6898e-07	9.6052e-07	1.1816e-06	0.05814	7.7079e-07	0.030507	1.2314e-08	3.713e-05	4.5919e-05	3.5613e-06	3.2001e-05	0.0023656	0.001067	9.6243e-08	3.4812e-05	0.33881	
1.6916e-06	0.00018221	8.3082e-07	0.0037238	1.5182e-05	5.7425e-05	5.8225e-07	1.7873e-07	9.5173e-07	1.1742e-06	0.05819	7.9619e-07	0.030539	1.1667e-08	3.726e-05	4.4783e-05	3.5662e-06	3.1662e-05	0.0023572	0.0010689	8.5922e-08	3.5035e-05	0.34685	
1.6993e-06	0.00018696	8.1783e-07	0.0037407	1.558e-05	5.7057e-05	5.7559e-07	1.8486e-07	9.3687e-07	1.1563e-06	0.05824	8.1817e-07	0.030571	1.0018e-08	3.7405e-05	4.3594e-05	3.5674e-06	3.1335e-05	0.0023486	0.0010709	9.8821e-08	3.5249e-05	0.35444	
1.7043e-06	0.00019155	8.009e-07	0.0037567	1.5932e-05	5.666e-05	5.6624e-07	1.876e-07	9.1581e-07	1.128e-06	0.05829	8.3675e-07	0.030603	7.3491e-09	3.7539e-05	4.235e-05	3.565e-06	3.0996e-05	0.00234	0.0010728	1.1014e-07	3.5455e-05	0.36162	
1.7071e-06	0.00019659	7.8902e-07	0.0037718	1.6238e-05	5.6235e-05	5.542e-07	1.8694e-07	8.8829e-07	1.0892e-06	0.058339	8.5193e-07	0.030635	1.0581e-08	3.7659e-05	4.1221e-05	3.5587e-06	3.0644e-05	0.0023313	0.0010746	1.199e-07	3.5651e-05	0.36841	
1.7071e-06	0.00020146	7.7325e-07	0.003786	1.65e-05	5.5781e-05	5.3945e-07	1.829e-07	8.5407e-07	1.0399e-06	0.058387	8.6375e-07	0.030666	1.2751e-08	3.7767e-05	4.0061e-05	3.5488e-06	3.0279e-05	0.0023225	0.0010765	1.281e-07	3.5839e-05	0.37483	
1.7082e-06	0.00020226	7.6052e-07	0.0038021	1.6823e-05	5.537e-05	5.2661e-07	1.8181e-07	8.3026e-07	9.9233e-07	0.058436	8.7813e-07	0.030698	1.5383e-08	3.7888e-05	3.8979e-05	3.5412e-06	2.9925e-05	0.0023139	0.0010783	1.3648e-07	3.6035e-05	0.38199	
1.7107e-06	0.00020324	7.5115e-07	0.0038203	1.7217e-05	5.5005e-05	5.1593e-07	1.4852e-07	8.1678e-07	9.4718e-07	0.058488	8.9561e-07	0.03073	1.8752e-08	3.8026e-05	3.7978e-05	3.5362e-06	2.9585e-05	0.0023054	0.0010803	1.452e-07	3.6241e-05	0.39007	
1.7105e-06	0.00021451	7.3801e-07	0.0038376	1.7566e-05	5.4614e-05	5.027e-07	1.1048e-07	7.9776e-07	8.9196e-07	0.058538	9.098e-07	0.030762	2.0991e-08	3.8151e-05	3.6927e-05	3.5277e-06	2.9232e-05	0.0022969	0.0010822	1.5238e-07	3.6438e-05	0.39774	
1.7076e-06	0.00022545	7.2121e-07	0.0038541	1.7872e-05	5.4196e-05	4.869e-07	1.1641e-07	7.7304e-07	1.0853e-06	0.058589	9.2073e-07	0.030794	2.212e-08	3.8264e-05	3.583e-05	3.5156e-06	2.8866e-05	0.0022883	0.0010841	1.5802e-07	3.6627e-05	0.40502	
1.7058e-06	0.00023715	7.0726e-07	0.0038725	1.8243e-05	5.3819e-05	4.7292e-07	1.2465e-07	7.5736e-07	1.2872e-06	0.05864	9.3433e-07	0.030827	2.3882e-08	3.8392e-05	3.4804e-05	3.5058e-06	2.8512e-05	0.0022798	0.001086	1.6388e-07	3.6825e-05	0.41314	
1.705e-06	0.00024965	6.9606e-07	0.003873	1.8682e-05	5.3417e-05	4.6066e-07	1.3551e-07	7.5e-07	1.4987e-06	0.058693	9.5068e-07	0.030859	2.6372e-08	3.8533e-05	3.3846e-05	3.4982e-06	2.8169e-05	0.0022713	0.0010879	1.7097e-07	3.7014e-05	0.42244	
1.7053e-06	0.00026301	6.8751e-07	0.0038746	1.9195e-05	5.3054e-05	4.4499e-07	1.4944e-07	7.506e-07	1.7038e-06	0.058748	9.6988e-07	0.030891	2.9719e-08	3.8662e-05	3.2952e-05	3.4928e-06	2.7813e-05	0.0022629	0.0010899	1.7836e-07	3.7211e-05	0.43281	
1.704e-06	0.00027728	6.8155e-07	0.0038775	1.9786e-05	5.2736e-05	4.3102e-07	1.6691e-07	7.5918e-07	1.9237e-06	0.058803	9.9203e-07	0.030924	3.41e-08	3.8805e-05	3.2119e-05	3.4857e-06	2.7468e-05	0.0022546	0.001092	1.8622e-07	3.7418e-05	0.44449	
1.6728e-06	0.00038482	6.2586e-07	0.0038939	2.4376e-05	5.0216e-05	3.2098e-07	2.9456e-07	8.6104e-07	3.4236e-06	0.059199	1.1419e-06	0.031155	6.2822e-08	3.9838e-05	2.6525e-05	3.4175e-06	2.503e-05	0.0021965	0.0011059	2.0926e-07	3.8742e-05	0.52163	
1.665e-06	0.00038898	6.1572e-07	0.0038975	2.5101e-05	4.9881e-05	3.0328e-07	2.7252e-07	8.8191e-07	3.6125e-06	0.059257	1.1625e-06	0.031189	6.6797e-08	3.9989e-05	2.5756e-05	3.4049e-06	2.4677e-05	0.0021883	0.0011079	2.0999e-07	3.893e-05	0.53388	
1.6581e-06	0.00039346	6.0774e-07	0.0039022	2.592e-05	4.9582e-05	2.8679e-07	2.5504e-07	9.1211e-07	3.8129e-06	0.059317	1.1862e-06	0.031223	5.8929e-08	4.0154e-05	2.5034e-05	3.3943e-06	2.4334e-05	0.0021803	0.00111	2.1097e-07	3.9127e-05	0.5474	
1.6519e-06	0.00039827	6.0173e-07	0.0039082	2.6839e-05	4.9315e-05	2.7134e-07	2.414e-07	9.5252e-07	4.0251e-06	0.059379	1.213e-06	0.031257	5.2694e-08	4.0332e-05	2.4357e-05	3.3855e-06	2.3999e-05	0.0021724	0.0011122	2.1218e-07	3.9332e-05	0.56229	
1.6434e-06	0.00040293	5.9247e-07	0.0039154	2.7699e-05	4.9026e-05	2.5705e-07	2.3169e-07	9.8655e-07	4.2234e-06	0.05944	1.2363e-06	0.031291	4.4632e-08	4.0525e-05	2.3645e-05	3.3735e-06	2.3674e-05	0.0021644	0.0011143	2.142e-07	3.9529e-05	0.57882	
1.6354e-06	0.00040789	5.8491e-07	0.0039238	2.8653e-05	4.8768e-05	2.4349e-07	2.2482e-07	1.0304e-06	4.4325e-06	0.059502	1.2625e-06	0.031325	3.7952e-08	4.073e-05	2.2973e-05	3.363e-06	2.3356e-05	0.0021565	0.0011165	2.1637e-07	3.9733e-05	0.59686	
1.6253e-06	0.00041276	5.7474e-07	0.0039319	2.9567e-05	4.8493e-05	2.2816e-07	2.1546e-07	1.0701e-06	4.6304e-06	0.059564	1.286e-06	0.03136	3.0174e-08	4.0927e-05	2.2277e-05	3.3499e-06	2.3029e-05	0.0021486	0.0011186	2.1722e-07	3.993e-05	0.61444	
1.6155e-06	0.00041789	5.6565e-07	0.003941	3.0561e-05	4.8242e-05	2.132e-07	2.081e-07	1.1183e-06	4.8364e-06	0.059627	1.3116e-06	0.031394	2.33e-08	4.1133e-05	2.161e-05	3.3377e-06	2.2707e-05	0.0021408	0.0011208	2.1802e-07	4.0133e-05	0.63329	
1.6036e-06	0.00042293	5.5404e-07	0.0039497	3.1516e-05	4.7976e-05	1.9651e-07	1.9837e-07	1.1624e-06	5.0314e-06	0.05969	1.3346e-06	0.031429	1.54e-08	4.133e-05	2.092e-05	3.3229e-06	2.2377e-05	0.0021329	0.001123	2.1752e-07	4.033e-05	0.65169	
1.5921e-06	0.00042827	5.4373e-07	0.0039596	3.2564e-05	4.7737e-05	1.803e-07	1.9084e-07	1.2166e-06	5.2363e-06	0.059754	1.3602e-06	0.031464	8.3963e-09	4.1539e-05	2.0263e-05	3.3093e-06	2.2053e-05	0.0021252	0.0011253	2.1707e-07	4.0533e-05	0.65564	
1.5785e-06	0.0004335	5.3084e-07	0.0039691	3.357e-05	4.7482e-05	1.6231e-07	1.809e-07	1.2663e-06	5.4297e-06	0.059818	1.3831e-06	0.031499	1.0132e-08	4.1725e-05	1.9582e-05	3.293e-06	2.3063e-05	0.0021174	0.0011275	2.153e-07	4.073e-05	0.65947	
1.5653e-06	0.00043903	5.1918e-07	0.0039797	3.4671e-05	4.7252e-05	1.4472e-07	1.7298e-07	1.3269e-06	5.6331e-06	0.059883	1.4084e-06	0.031534	1.1939e-08	4.1922e-05	1.8931e-05	3.2779e-06	2.4088e-05	0.0021097	0.0011297	2.1355e-07	4.0933e-05	0.66365	
1.5525e-06	0.00044489	5.0868e-07	0.0039914	3.5874e-05	4.7048e-05	1.2745e-07	1.6689e-07	1.3997e-06	5.8469e-06	0.059949	1.4364e-06	0.03157	1.3867e-08	4.2129e-05	1.831e-05	3.2639e-06	2.513e-05	0.0021021	0.001132	2.1181e-07	4.1142e-05	0.66819	
1.5399e-06	0.00045108	4.993e-07	0.0040044	3.7188e-05	4.6868e-05	1.1043e-07	1.6254e-07	1.4867e-06	6.0717e-06	0.060017	1.467e-06	0.031605	1.5976e-08	4.2347e-05	1.7718e-05	3.2511e-06	2.6188e-05	0.0020946	0.0011344	2.1009e-07	4.1358e-05	0.67313	
1.5276e-06	0.00045759	4.9077e-07	0.0040186	3.861e-05	4.671e-05	9.3491e-08	1.5959e-07	1.5884e-06	6.3066e-06	0.060086	1.5e-06	0.031642	1.8258e-08	4.2575e-05	1.7149e-05	3.2393e-06	2.7261e-05	0.0020872	0.0011368	2.0829e-07	4.1579e-05	0.67847	
1.5131e-06	0.00046397	4.7965e-07	0.0040323	3.9978e-05	4.6536e-05	1.1397e-07	1.5428e-07	1.6833e-06	6.529e-06	0.060154	1.5302e-06	0.031678	1.9671e-08	4.2794e-05	1.6557e-05	3.2246e-06	2.8322e-05	0.0020797	0.0011391	2.0516e-07	4.1793e-05	0.68365	
1.4965e-06	0.00047021	4.6586e-07	0.0040456	4.1289e-05	4.6345e-05	1.3267e-07	1.4655e-07	1.7713e-06	6.7386e-06	0.060222	1.5574e-06	0.031714	2.0201e-08	4.3003e-05	1.594e-05	3.2071e-06	2.9371e-05	0.0020723	0.0011415	2.0066e-07	4.2001e-05	0.68865	
1.4805e-06	0.00047687	4.5362e-07	0.0040604	4.2744e-05	4.6185e-05	1.52e-07	1.4097e-07	1.755e-06	6.9631e-06	0.060292	1.5882e-06	0.03175	2.1129e-08	4.3226e-05	1.5357e-05	3.1913e-06	3.044e-05	0.0020649	0.0011439	1.9635e-07	4.2216e-05	0.69418	
1.465e-06	0.00048396	4.4278e-07	0.0040783	4.4351e-05	4.6004e-05	1.7199e-07	1.3728e-07	1.749e-06	7.2025e-06	0.060363	1.6225e-06	0.031786	2.2452e-08	4.3461e-05	1.4804e-05	3.177e-06	3.153e-05	0.0020574	0.0011463	1.9049e-07	4.2424e-05	0.69839	
1.4472e-06	0.00049085	5.4164e-07	0.0040956	4.5878e-05	4.5804e-05	1.8995e-07	1.309e-07	1.7372e-06	7.4265e-06	0.060433	1.6533e-06	0.031822	4.5778e-08	4.3686e-05	1.4222e-05	3.1595e-06	3.2605e-05	0.00205	0.0011486	1.8315e-07	4.2625e-05	0.70243	
1.4302e-06	0.00049825	6.4844e-07	0.0041149	4.7592e-05	4.5638e-05	2.0894e-07	1.2684e-07	1.7375e-06	7.6694e-06	0.060506	1.6885e-06	0.031859	5.0346e-08	4.3927e-05	1.3676e-05	3.144e-06	3.3704e-05	0.0020426	0.001151	1.7614e-07	4.2834e-05	0.70694	
1.4108e-06	0.00050543	7.4974e-07	0.0041334	4.922e-05	4.545e-05	2.2585e-07	1.2008e-07	1.7319e-06	7.8964e-06	0.060577	1.72e-06	0.031895	5.363e-08	4.4156e-05	1.4387e-05	3.1253e-06	3.4788e-05	0.0020352	0.0011534	1.6763e-07	4.3036e-05	0.71126	
1.3921e-06	0.00051309	8.5859e-07	0.0041539	5.1029e-05	4.5294e-05	2.4367e-07	1.1523e-07	1.7373e-06	8.1407e-06	0.060651	1.7556e-06	0.031932	5.8135e-08	4.4399e-05	1.5137e-05	3.1084e-06	3.5894e-05	0.0020279	0.0011558	1.5932e-07	4.3246e-05	0.71605	
1.3742e-06	0.00052128	9.7588e-07	0.0041764	5.3039e-05	4.5116e-05	2.6254e-07	1.1221e-07	1.7542e-06	8.4037e-06	0.060726	1.7955e-06	0.031969	6.4105e-08	4.4658e-05	1.5929e-05	3.0931e-06	3.7024e-05	0.0020206	0.0011583	1.5159e-07	4.3448e-05	0.72135	
1.3537e-06	0.00052923	1.0872e-06	0.0041981	5.4947e-05	4.4916e-05	2.792e-07	1.065e-07	1.7646e-06	8.6496e-06	0.0608	1.8316e-06	0.032005	6.8602e-08	4.4904e-05	1.6687e-05	3.0746e-06	3.8138e-05	0.0020132	0.0011606	1.4237e-07	4.3641e-05	0.72642	
1.334e-06	0.00053775	1.2079e-06	0.0042188	5.6392e-05	4.4694e-05	2.9361e-07	9.7927e-08	1.7897e-06	8.9162e-06	0.060876	1.8489e-06	0.032042	7.7652e-08	4.5137e-05	1.7491e-05	3.058e-06	3.9234e-05	0.0020058	0.001163	1.3161e-07	4.3826e-05	0.73123	
1.3117e-06	0.00054599	1.3218e-06	0.004242	5.7742e-05	4.4442e-05	3.0949e-07	9.1743e-08	1.8072e-06	9.1636e-06	0.060951	1.8622e-06	0.032078	8.4445e-08	4.5389e-05	1.8258e-05	3.0379e-06	4.0358e-05	0.0020079	0.0011653	1.2164e-07	4.3821e-05	0.73667	
1.2902e-06	0.00055482	1.4456e-06	0.0042676	5.9269e-05	4.4225e-05	3.2666e-07	8.7309e-08	1.838e-06	9.4323e-06	0.061028	1.8798e-06	0.032114	9.349e-08	4.5657e-05	1.9072e-05	3.0197e-06	4.1509e-05	0.0020102	0.0011676	1.1183e-07	4.3824e-05	0.74273	
1.2662e-06	0.00056339	1.5627e-06	0.0042922	6.0703e-05	4.3984e-05	3.415e-07	8.02e-08	1.8613e-06	9.6825e-06	0.061105	1.8934e-06	0.032151	1.007e-07	4.5913e-05	1.985e-05	2.9981e-06	4.2642e-05	0.0020124	0.0011699	1.0053e-07	4.3819e-05	0.74849	
1.2432e-06	0.00057263	1.6917e-06	0.0043197	6.2344e-05	4.378e-05	3.5799e-07	7.505e-08	1.9005e-06	9.9579e-06	0.061183	1.912e-06	0.032188	1.1076e-07	4.6187e-05	2.0685e-05	2.9789e-06	4.3804e-05	0.0020147	0.0011723	8.9492e-08	4.3824e-05	0.75498	
1.2213e-06	0.00058262	1.8338e-06	0.0043238	6.234e-05	4.3614e-05	3.763e-07	7.1685e-08	1.8625e-06	1.0267e-05	0.061164	1.9369e-06	0.032225	1.0684e-07	4.648e-05	2.1579e-05	2.962e-06	4.4998e-05	0.002017	0.0011748	7.869e-08	4.3838e-05	0.76232	
1.2001e-06	0.00059332	1.9887e-06	0.0043104	6.2447e-05	4.348e-05	3.9623e-07	6.9647e-08	1.8387e-06	1.06e-05	0.061146	1.9665e-06	0.032263	1.0496e-07	4.6791e-05	2.253e-05	2.947e-06	4.622e-05	0.0020195	0.0011773	6.7947e-08	4.3861e-05	0.77049	
1.1763e-06	0.00060368	2.1353e-06	0.0042962	6.2487e-05	4.3323e-05	4.1362e-07	6.503e-08	1.8071e-06	1.0913e-05	0.061127	1.9918e-06	0.032301	1.0133e-07	4.7087e-05	2.3439e-05	2.9285e-06	4.7423e-05	0.0020219	0.0011798	5.5717e-08	4.3876e-05	0.77824	
1.1532e-06	0.00061478	2.1462e-06	0.0042812	6.2638e-05	4.3144e-05	4.2858e-07	5.788e-08	1.7888e-06	1.1252e-05	0.06111	2.0217e-06	0.032338	9.0776e-08	4.7371e-05	2.4407e-05	2.9118e-06	4.8607e-05	0.0020243	0.0011823	6.3142e-08	4.3882e-05	0.78562	
1.1307e-06	0.0006266	2.1623e-06	0.0042678	6.2894e-05	4.2994e-05	4.4498e-07	4.9373e-08	1.7824e-06	1.1615e-05	0.061094	2.0562e-06	0.032376	8.2552e-08	4.767e-05	2.5432e-05	2.8967e-06	4.9817e-05	0.0020268	0.0011848	7.0364e-08	4.3895e-05	0.79376	
1.1058e-06	0.00063811	2.1739e-06	0.0042537	6.3091e-05	4.2823e-05	4.5901e-07	6.7557e-08	1.7695e-06	1.1959e-05	0.061077	2.0866e-06	0.032414	7.2583e-08	4.7957e-05	2.6417e-05	2.8785e-06	5.101e-05	0.0020292	0.0011873	7.6235e-08	4.3901e-05	0.80156	
1.0785e-06	0.00064931	2.1811e-06	0.004239	6.323e-05	4.2633e-05	4.7077e-07	8.2872e-08	1.7503e-06	1.2284e-05	0.06106	2.1133e-06	0.032451	6.0851e-08	4.8232e-05	3.4436e-05	2.857e-06	5.2186e-05	0.0020316	0.0011898	8.0775e-08	4.3899e-05	0.80904	
1.0515e-06	0.00066118	2.1929e-06	0.0042257	6.3464e-05	4.2468e-05	4.8373e-07	1.0038e-07	1.7417e-06	1.2631e-05	0.061045	2.1439e-06	0.032489	5.1131e-08	4.8521e-05	4.2852e-05	2.8369e-06	5.3386e-05	0.0020339	0.0011923	8.5048e-08	4.3888e-05	0.81719	
1.0223e-06	0.00067279	2.2007e-06	0.0042119	6.3648e-05	4.2286e-05	4.9455e-07	1.1515e-07	1.7276e-06	1.2961e-05	0.061028	2.1711e-06	0.032527	3.9912e-08	4.88e-05	5.1109e-05	2.8138e-06	5.4571e-05	0.0020362	0.0011948	8.8034e-08	4.3869e-05	0.82508	
9.9092e-07	0.00068416	2.2047e-06	0.0041976	6.3785e-05	4.2087e-05	5.0333e-07	1.2735e-07	1.7085e-06	1.3275e-05	0.061012	2.195e-06	0.032565	2.7225e-08	4.9068e-05	5.9226e-05	2.7879e-06	5.5742e-05	0.0020384	0.0011973	8.9765e-08	4.3844e-05	0.83273	
