Tyto_alba_alba	Tauraco_erythrolophus	Picoides_pubescens	Nestor_notabilis	Merops_nubicus	Melopsittacus_undulatus	Leptosomus_discolor	Cuculus_canorus	Corythaeola_cristata	Colius_striatus	Chaetura_pelagica	Calypte_anna	Buceros_rhinoceros	Athene_cunicularia	Apaloderma_vittatum	Antrostomus_carolinensis	
0.016198	2.8902e-06	1.4842e-05	2.4049e-06	0.0032432	3.336e-05	6.8318e-05	2.7949e-07	0.00025337	6.7261e-08	0.00016633	5.4018e-06	0.0011448	6.9438e-06	1.8816e-06	6.7376e-07	
0.016173	2.7856e-06	1.5663e-05	2.4465e-06	0.0033289	3.4771e-05	7.1029e-05	2.611e-07	0.0002583	6.1845e-08	0.00016627	5.2057e-06	0.001155	6.2657e-06	1.6958e-06	6.7736e-07	
0.016151	2.6926e-06	1.6682e-05	2.4948e-06	0.003424	3.6217e-05	7.4017e-05	2.4662e-07	0.00026344	5.8383e-08	0.00016641	5.0261e-06	0.0011669	5.6343e-06	1.5279e-06	6.8362e-07	
0.016133	2.6104e-06	1.7935e-05	2.5502e-06	0.0035297	3.7698e-05	7.7307e-05	2.3559e-07	0.0002688	5.6676e-08	0.00016677	4.8622e-06	0.0011809	5.0461e-06	1.3761e-06	6.9257e-07	
0.016114	2.5232e-06	1.9121e-05	2.6014e-06	0.0036329	3.9167e-05	8.0509e-05	2.2286e-07	0.00027411	5.2151e-08	0.00016707	4.6914e-06	0.0011943	5.1268e-06	1.2186e-06	6.9892e-07	
0.016098	2.4466e-06	2.0585e-05	2.6602e-06	0.0037479	4.0673e-05	8.4045e-05	2.1338e-07	0.00027965	4.9338e-08	0.0001676	4.536e-06	0.0012099	5.2199e-06	1.0764e-06	7.0814e-07	
0.016086	2.38e-06	2.2391e-05	2.727e-06	0.0038759	4.2218e-05	8.795e-05	2.0687e-07	0.00028543	4.8091e-08	0.00016836	4.395e-06	0.0012282	5.326e-06	9.481e-07	7.2036e-07	
0.016078	2.3231e-06	2.4626e-05	2.8027e-06	0.0039015	4.3803e-05	9.2279e-05	2.0318e-07	0.00029148	4.8437e-08	0.00016938	4.2682e-06	0.0012494	5.4464e-06	8.3268e-07	7.3584e-07	
0.016068	2.2615e-06	2.6748e-05	2.874e-06	0.0039263	4.5376e-05	9.6493e-05	1.9793e-07	0.00029746	4.6014e-08	0.00017033	4.1349e-06	0.0012699	5.5591e-06	7.1237e-07	7.486e-07	
0.016063	2.2101e-06	2.9421e-05	2.9555e-06	0.0039547	4.6995e-05	0.00010121	1.9568e-07	0.00030374	4.5437e-08	0.00017159	4.0164e-06	0.001294	5.6883e-06	6.0494e-07	7.6518e-07	
0.016055	2.1512e-06	3.183e-05	3.0294e-06	0.0039813	4.8589e-05	0.00013719	1.9102e-07	0.00030989	4.1221e-08	0.0001727	3.8875e-06	0.0014851	5.8048e-06	4.8948e-07	7.7768e-07	
0.016046	2.0849e-06	5.1085e-05	3.0962e-06	0.0040065	5.0158e-05	0.00017159	1.8397e-07	0.0003159	3.4246e-08	0.00017367	3.7483e-06	0.0016643	5.9093e-06	3.6536e-07	7.8624e-07	
0.016035	2.2384e-06	8.4236e-05	3.1549e-06	0.0040301	5.17e-05	0.00020423	1.7418e-07	0.00032164	2.326e-08	0.00017449	3.5972e-06	0.0018305	6.0004e-06	2.8488e-07	7.9045e-07	
0.016022	2.3803e-06	0.00011404	3.2058e-06	0.0040521	5.3215e-05	0.0002361	1.6151e-07	0.00032723	3.3397e-08	0.00017516	3.4332e-06	0.001985	6.0782e-06	1.9746e-07	9.7481e-07	
0.016007	2.5115e-06	0.00013968	3.2493e-06	0.0040726	5.4704e-05	0.0004731	1.4592e-07	0.00033269	3.9745e-08	0.00017569	3.2571e-06	0.0021291	6.1434e-06	1.9511e-07	1.1487e-06	
0.015997	2.663e-06	0.00017266	3.3045e-06	0.0040966	5.6247e-05	0.00073969	1.3469e-07	0.00033848	4.899e-08	0.00017655	3.101e-06	0.0023008	6.2278e-06	1.9476e-07	1.3442e-06	
0.015991	2.8359e-06	0.00021453	3.3715e-06	0.004096	5.7842e-05	0.0010379	1.2681e-07	0.00034458	6.18e-08	0.00017775	2.9622e-06	0.0025037	6.331e-06	1.9616e-07	1.5626e-06	
0.015984	2.9994e-06	0.00025375	3.4322e-06	0.0040949	5.9417e-05	0.0013274	1.1698e-07	0.00035059	7.0888e-08	0.00017883	2.8146e-06	0.0026974	6.4236e-06	1.9467e-07	1.7723e-06	
0.015975	3.154e-06	0.0002906	3.4868e-06	0.0040933	6.0972e-05	0.0016088	1.0514e-07	0.0003565	7.638e-08	0.0001798	2.6583e-06	0.0028827	6.506e-06	1.9031e-07	1.9737e-06	
0.01597	3.3297e-06	0.0003367	3.5341e-06	0.0040934	6.249e-05	0.0016731	9.6283e-08	0.00036271	8.5507e-08	0.00018111	2.5179e-06	0.0030993	6.6065e-06	1.8755e-07	1.9897e-06	
0.015965	3.4975e-06	0.00038063	3.5763e-06	0.004093	6.3992e-05	0.0017359	8.5773e-08	0.00036886	9.1264e-08	0.00018233	2.3702e-06	0.0033086	6.6979e-06	1.8215e-07	2.0018e-06	
0.015963	3.6874e-06	0.00039045	3.629e-06	0.0040943	6.5542e-05	0.0018056	7.7754e-08	0.00037531	1.0092e-07	0.0001839	2.2367e-06	0.0035519	6.8073e-06	1.7831e-07	2.0212e-06	
0.01596	3.8684e-06	0.00039972	3.6763e-06	0.0040951	6.7074e-05	0.0018734	6.8103e-08	0.00038167	1.0698e-07	0.00018535	2.0958e-06	0.0037864	6.907e-06	1.7177e-07	2.0365e-06	
0.015961	4.0728e-06	0.0004113	3.7341e-06	0.0040975	6.8655e-05	0.0019486	6.0575e-08	0.00038835	1.1727e-07	0.00018718	1.9681e-06	0.004058	7.025e-06	1.6656e-07	2.0591e-06	
0.015966	4.3034e-06	0.00041338	3.8032e-06	0.0041016	7.0285e-05	0.0019647	5.4806e-08	0.00039536	1.3265e-07	0.00018944	1.8524e-06	0.004118	7.1624e-06	1.6273e-07	2.0893e-06	
0.015975	4.5688e-06	0.00041624	3.8836e-06	0.0041073	7.1966e-05	0.0019827	5.0436e-08	0.00039606	1.5407e-07	0.00019216	1.7473e-06	0.0041283	7.3193e-06	1.5998e-07	2.1272e-06	
0.015988	4.8649e-06	0.00041998	3.9755e-06	0.0041148	7.3696e-05	0.0020027	4.7217e-08	0.00039687	1.8283e-07	0.00019541	1.6515e-06	0.0041413	7.4962e-06	1.5819e-07	2.1728e-06	
0.016004	5.1936e-06	0.00042474	4.079e-06	0.0041239	7.5475e-05	0.0020249	4.4954e-08	0.00039779	2.2055e-07	0.00019923	1.5639e-06	0.0041571	7.6932e-06	1.5721e-07	2.2264e-06	
0.016024	5.5583e-06	0.00043073	4.1948e-06	0.0041349	7.7304e-05	0.0020495	4.3563e-08	0.00039881	2.6979e-07	0.00020371	1.4838e-06	0.0041762	7.9115e-06	1.5703e-07	2.2884e-06	
0.016043	5.9121e-06	0.00043642	4.3054e-06	0.0041455	7.9118e-05	0.0020735	4.1038e-08	0.0003998	3.1384e-07	0.00020803	1.3987e-06	0.0041944	8.1206e-06	1.5448e-07	2.3464e-06	
0.016061	6.2551e-06	0.00044183	4.4109e-06	0.0041556	8.0917e-05	0.002097	3.7362e-08	0.00040076	3.528e-07	0.00021219	1.3084e-06	0.004212	8.3203e-06	1.4952e-07	2.4006e-06	
0.016083	6.6382e-06	0.00044169	4.2903e-06	0.0041678	8.2775e-05	0.0020993	3.4772e-08	0.00040184	4.0566e-07	0.00021712	1.2261e-06	0.0042331	8.5435e-06	1.4558e-07	2.4644e-06	
0.016104	7.0085e-06	0.0004414	4.1638e-06	0.0041795	8.4616e-05	0.0021015	3.1006e-08	0.00040288	4.5247e-07	0.00022184	1.1385e-06	0.0042532	8.7563e-06	1.3917e-07	2.5238e-06	
0.01613	7.4193e-06	0.00044166	4.0502e-06	0.0041931	8.6508e-05	0.0021044	2.7953e-08	0.00040403	5.1467e-07	0.00022737	1.0576e-06	0.0042771	8.992e-06	1.3348e-07	2.5923e-06	
0.016159	7.8749e-06	0.0004425	3.9487e-06	0.0042089	8.8454e-05	0.0021082	2.5493e-08	0.00040529	4.9642e-07	0.0002338	9.8282e-07	0.0043052	9.2521e-06	1.2845e-07	2.6706e-06	
0.016192	8.3797e-06	0.00044395	3.8585e-06	0.0042271	9.0454e-05	0.0021128	2.3533e-08	0.00040666	4.8791e-07	0.0002413	9.1363e-07	0.004338	9.5382e-06	1.2399e-07	2.7594e-06	
0.016229	8.9407e-06	0.00044609	3.7793e-06	0.004248	9.2511e-05	0.0021184	2.2037e-08	0.00040816	4.8897e-07	0.00025007	8.4978e-07	0.0043765	9.8529e-06	1.2013e-07	2.8599e-06	
0.016266	9.4861e-06	0.00044806	3.6952e-06	0.0042682	9.4552e-05	0.0021237	1.9494e-08	0.00040962	4.8553e-07	0.00025852	7.8136e-07	0.0044137	1.0157e-05	1.1394e-07	2.9557e-06	
0.016301	1.0015e-05	0.00044985	3.606e-06	0.0042878	9.6575e-05	0.0021288	1.5861e-08	0.00041104	4.7725e-07	0.00026665	7.0812e-07	0.0044493	1.0449e-05	1.0534e-07	3.0466e-06	
0.016342	1.0616e-05	0.00045255	3.5302e-06	0.0042846	9.8669e-05	0.0021351	1.2885e-08	0.00041261	4.8092e-07	0.00027645	6.4157e-07	0.0044924	1.0777e-05	9.7783e-08	3.1526e-06	
0.016381	1.1189e-05	0.00045492	3.4472e-06	0.0042807	0.00010073	0.0021409	2.0752e-08	0.00041413	4.7807e-07	0.00028565	5.691e-07	0.0045329	1.1089e-05	8.7489e-08	4.1198e-06	
0.016427	1.1851e-05	0.00045847	3.3788e-06	0.0042789	0.00010288	0.0021482	3.0683e-08	0.00041581	4.8899e-07	0.00029701	5.0386e-07	0.0045828	1.1444e-05	7.8431e-08	4.3765e-06	
0.01647	1.248e-05	0.0004616	3.3031e-06	0.0042764	0.000105	0.0021549	3.8839e-08	0.00041743	4.9282e-07	0.0003076	4.3261e-07	0.0046294	1.178e-05	6.6598e-08	4.6194e-06	
0.016511	1.3073e-05	0.0004645	3.2193e-06	0.0042731	0.00010708	0.0021612	4.5185e-08	0.00041898	4.8901e-07	0.0003174	3.5484e-07	0.0046726	1.2095e-05	5.1791e-08	4.8478e-06	
0.016549	1.3808e-05	0.00046674	3.3887e-06	0.0042689	0.00010909	0.0021669	4.9544e-08	0.00042087	4.7699e-07	0.00032565	3.6873e-07	0.0047122	1.2388e-05	6.2399e-08	5.0581e-06	
0.016584	1.45e-05	0.00046858	3.5466e-06	0.0042638	0.00011107	0.002172	5.213e-08	0.00042268	5.8888e-07	0.00033323	3.7766e-07	0.0047487	1.2659e-05	7.0146e-08	5.2539e-06	
0.016628	1.5318e-05	0.0004717	3.5419e-06	0.0042613	0.00011316	0.0021787	5.7045e-08	0.0004247	7.6205e-07	0.0003429	3.8995e-07	0.0047571	1.2558e-05	7.929e-08	5.4875e-06	
0.016668	1.6082e-05	0.00047428	3.5286e-06	0.0042578	0.00011521	0.0021848	5.9943e-08	0.00042663	9.0637e-07	0.00035168	3.9691e-07	0.0047639	1.3239e-05	8.5342e-08	5.7033e-06	
0.016715	1.6983e-05	0.00047517	3.5296e-06	0.0042567	0.00011735	0.0021925	6.533e-08	0.00042878	1.1424e-06	0.00036287	4.0732e-07	0.0047747	1.4015e-05	8.0714e-08	5.9596e-06	
0.016759	1.7824e-05	0.00047565	3.5221e-06	0.0042546	0.00011945	0.0021996	6.8609e-08	0.00043082	1.3401e-06	0.00037302	4.1236e-07	0.0047838	1.4747e-05	7.3023e-08	6.1968e-06	
0.016801	1.8608e-05	0.00047558	3.5059e-06	0.0042515	0.0001215	0.0022059	6.9829e-08	0.00043278	1.5048e-06	0.00038224	4.1204e-07	0.0047914	1.5437e-05	9.7581e-08	6.4159e-06	
0.01685	1.9537e-05	0.00047651	3.5045e-06	0.0042509	0.00012366	0.002214	7.3686e-08	0.00043496	1.7617e-06	0.000385	4.1601e-07	0.0048031	1.6226e-05	1.2609e-07	6.6779e-06	
0.016908	2.0635e-05	0.00047855	3.4867e-06	0.0042528	0.00012561	0.0022241	8.0573e-08	0.00043737	2.1581e-06	0.00038873	4.2366e-07	0.0048197	1.7129e-05	1.5947e-07	6.989e-06	
0.016975	2.0948e-05	0.00048193	3.2902e-06	0.0042571	0.00012766	0.0022234	9.1196e-08	0.00044006	2.767e-06	0.00039365	4.3513e-07	0.004842	1.8158e-05	1.9876e-07	7.3571e-06	
0.017038	2.1232e-05	0.00048475	3.3582e-06	0.0042605	0.00012963	0.0022222	9.9206e-08	0.00044265	3.2825e-06	0.00039806	4.4115e-07	0.0048619	1.9132e-05	2.3309e-07	7.6998e-06	
0.017098	2.1491e-05	0.00048712	3.4178e-06	0.004263	0.00013156	0.0022206	1.0494e-07	0.00044515	3.7273e-06	0.00040208	4.4206e-07	0.0048799	2.0058e-05	2.6302e-07	8.0213e-06	
0.017168	2.1817e-05	0.00049093	3.4944e-06	0.0042489	0.00013359	0.0022203	1.1464e-07	0.00044789	3.8661e-06	0.00040736	4.4684e-07	0.0048786	2.1115e-05	2.9918e-07	8.4021e-06	
0.017168	2.1762e-05	0.00049101	3.589e-06	0.0041995	0.00013572	0.0022213	1.2916e-07	0.00045093	4.0943e-06	0.00040847	4.5599e-07	0.0048808	2.2321e-05	3.429e-07	8.8504e-06	
0.017175	2.1691e-05	0.00049209	3.6655e-06	0.0041586	0.00013765	0.0022235	1.4033e-07	0.0004538	4.4519e-06	0.00040936	4.5996e-07	0.0048866	2.3701e-05	3.9514e-07	9.2708e-06	
0.017179	2.1596e-05	0.00049276	4.3636e-06	0.0041145	0.0001395	0.0022253	2.1741e-07	0.00045652	4.7511e-06	0.00041094	4.6852e-07	0.0048909	2.5007e-05	4.413e-07	9.8045e-06	
0.017181	2.1479e-05	0.00049305	5.0247e-06	0.0040671	0.00014132	0.0022265	2.8535e-07	0.00045914	5.0029e-06	0.00041205	6.251e-07	0.0048938	2.6248e-05	4.8184e-07	1.0303e-05	
0.017188	2.1407e-05	0.00049427	5.7737e-06	0.0040273	0.00014323	0.0022289	3.7534e-07	0.000462	5.3813e-06	0.00041376	8.0044e-07	0.0049002	2.7644e-05	5.3032e-07	1.0881e-05	
0.017194	2.1315e-05	0.00049514	6.4862e-06	0.0039848	0.00014509	0.0022309	4.5563e-07	0.00046475	5.7071e-06	0.00041524	9.6449e-07	0.0049052	2.8977e-05	5.7326e-07	1.1426e-05	
0.017204	2.1267e-05	0.00049698	7.2924e-06	0.003949	0.00014704	0.0022341	5.6185e-07	0.00046775	6.1892e-06	0.00041736	1.1487e-06	0.0049137	3.0473e-05	6.2472e-07	1.2056e-05	
0.017213	2.12e-05	0.00049843	8.0592e-06	0.0039108	0.00014895	0.0022368	6.5663e-07	0.00047065	6.6053e-06	0.00041899	2.25e-06	0.0049208	3.1901e-05	6.7033e-07	1.2648e-05	
0.017219	2.1115e-05	0.00049952	8.7928e-06	0.0038703	0.00015083	0.0022391	1.4012e-06	0.00047345	6.9703e-06	0.00042041	3.3065e-06	0.0049279	3.327e-05	1.062e-06	1.321e-05	
0.017231	2.1075e-05	0.00050175	9.6266e-06	0.0038364	0.0001528	0.0022426	1.6252e-06	0.00047651	7.5159e-06	0.00042249	4.498e-06	0.0049351	3.4815e-05	1.1724e-06	1.3864e-05	
0.017249	2.1077e-05	0.00050523	1.0572e-05	0.003808	0.00015485	0.0022475	1.9233e-06	0.00047983	8.3202e-06	0.00042532	5.8399e-06	0.0049422	3.6554e-05	1.303e-06	1.462e-05	
0.017265	2.1061e-05	0.00050823	1.1473e-05	0.0037777	0.00015687	0.0022519	2.1918e-06	0.00048304	9.0208e-06	0.00042786	7.1216e-06	0.0049493	3.8215e-05	1.4234e-06	1.5335e-05	
0.017286	2.1087e-05	0.00051267	1.2496e-05	0.0037524	0.00015898	0.0022576	2.5492e-06	0.00048652	1.0052e-05	0.00043124	8.5658e-06	0.0049564	4.0085e-05	1.5661e-06	1.6163e-05	
0.017313	2.1157e-05	0.00051903	1.3657e-05	0.0037314	0.00016118	0.0022649	3.0277e-06	0.00049028	1.1579e-05	0.00043564	1.0196e-05	0.0049634	4.219e-05	1.7352e-06	1.7122e-05	
0.017338	2.1207e-05	0.00052457	1.476e-05	0.0037404	0.00016334	0.0022715	3.4544e-06	0.00049391	1.2891e-05	0.00043961	1.1747e-05	0.0049705	4.4195e-05	1.891e-06	1.8026e-05	
0.01736	2.2329e-05	0.00052904	1.5834e-05	0.0037483	0.00016545	0.0022774	3.8592e-06	0.00049732	1.4011e-05	0.00044316	1.3219e-05	0.0049776	4.61e-05	2.8463e-06	1.8874e-05	
