Theropithecus_gelada	Saimiri_boliviensis	Rhinopithecus_roxellana	Rhinopithecus_bieti	Pongo_abelii	Piliocolobus_tephrosceles	Papio_anubis	Pan_troglodytes	Pan_paniscus	Mandrillus_leucophaeus	Macaca_nemestrina	Macaca_mulatta	Macaca_fascicularis	Homo_sapiens	Gorilla_gorilla	Colobus_angolensis	Chlorocebus_sabaeus	Cercocebus_atys	Cebus_imitator	Callithrix_jacchus	Aotus_nancymaae	
6.5539e-07	2.3346e-06	0.041715	5.6056e-07	1.5023e-08	0.00035409	8.6119e-09	0.01	0.01	4.2884e-07	0.00066883	1.2676e-07	0.0086879	0.0066226	0.028129	0.0020458	0.0027109	0.0001585	2.2567e-07	6.8268e-06	9.2846e-07	
7.113e-07	2.4864e-06	0.04174	5.8497e-07	1.6509e-08	0.00035741	8.8237e-09	0.01	0.01	4.428e-07	0.00067254	5.453e-08	0.0086883	0.0066242	0.028113	0.0020502	0.0027144	0.00016153	2.4048e-07	7.376e-06	1.0186e-06	
8.1438e-07	2.5007e-06	0.041767	6.4577e-07	2.4443e-08	0.00036073	1.2355e-08	0.01	0.01	4.6593e-07	0.00067628	2.3685e-08	0.0086888	0.0066259	0.028097	0.0020546	0.0027179	0.00016461	2.6753e-07	8.0819e-06	1.1603e-06	
8.943e-07	2.5011e-06	0.041793	6.8406e-07	1.0314e-07	0.00036404	5.0768e-08	0.01	0.01	7.2462e-07	0.00068	2.5147e-08	0.0086893	0.0066275	0.028081	0.002059	0.0027215	0.00016766	2.8667e-07	8.7186e-06	1.277e-06	
9.536e-07	2.4875e-06	0.041818	7.0086e-07	1.5856e-07	0.00036735	7.7268e-08	0.01	0.01	9.5943e-07	0.0006837	2.2268e-08	0.0086897	0.0066291	0.028065	0.0020635	0.002725	0.00017069	2.9821e-07	9.2908e-06	1.3713e-06	
9.9416e-07	2.4598e-06	0.041842	6.9659e-07	2.0046e-07	0.00037066	9.6625e-08	0.01	0.01	1.1719e-06	0.00068737	4.7929e-08	0.0086901	0.0066306	0.028048	0.0020679	0.0027285	0.0001737	3.0234e-07	9.8028e-06	1.4449e-06	
1.0173e-06	2.4175e-06	0.041866	6.7115e-07	5.7003e-07	0.00037396	2.7388e-07	0.01	0.01	1.3636e-06	0.00069103	6.3955e-08	0.0086906	0.0066322	0.028032	0.0020723	0.0027319	0.00017668	2.9913e-07	1.0259e-05	1.4993e-06	
1.0814e-06	2.4066e-06	0.041892	6.8082e-07	7.0517e-07	0.00037726	3.3747e-07	0.01	0.01	1.6052e-06	0.00069472	5.9554e-08	0.008691	0.0066338	0.028016	0.0020767	0.0027354	0.00017971	3.0702e-07	1.0857e-05	1.599e-06	
1.1256e-06	2.4567e-06	0.041917	1.0246e-06	1.8122e-06	0.00038055	8.6585e-07	0.01	0.01	1.8233e-06	0.0006984	1.0508e-07	0.0086914	0.0066354	0.027999	0.0020811	0.0027389	0.00018272	3.4095e-07	1.1366e-05	1.6726e-06	
1.2196e-06	2.5441e-06	0.041944	1.5645e-06	2.2324e-06	0.00038385	1.065e-06	0.01	0.01	2.0988e-06	0.00070211	1.1522e-07	0.0086919	0.006637	0.027984	0.0020855	0.0027424	0.00018577	3.933e-07	1.2033e-05	1.7988e-06	
1.3868e-06	2.6781e-06	0.041973	2.4112e-06	3.2067e-06	0.00038713	1.5269e-06	0.01	0.01	2.4456e-06	0.00070587	1.488e-07	0.0086923	0.0066387	0.027969	0.0020899	0.002746	0.00018887	4.7061e-07	1.2894e-05	1.9975e-06	
1.6683e-06	2.6789e-06	0.042004	2.689e-06	3.5677e-06	0.00039042	1.6956e-06	0.01	0.01	2.8809e-06	0.00070967	2.2852e-07	0.0086929	0.0066404	0.027954	0.0020943	0.0027496	0.00019202	5.8414e-07	1.3996e-05	2.2992e-06	
1.8998e-06	2.6656e-06	0.042035	2.9123e-06	3.8331e-06	0.0003937	1.8181e-06	0.01	0.01	3.2784e-06	0.00071345	2.9289e-07	0.0086934	0.0066421	0.02794	0.0020986	0.0027533	0.00019514	6.806e-07	1.4998e-05	2.5561e-06	
2.0887e-06	2.6383e-06	0.042064	3.0873e-06	4.0225e-06	0.00039698	1.9033e-06	0.01	0.01	3.641e-06	0.00071721	3.4383e-07	0.0086938	0.0066438	0.027925	0.002103	0.0027568	0.00019824	7.6166e-07	1.5908e-05	2.7735e-06	
2.405e-06	2.6418e-06	0.042024	3.3937e-06	4.4975e-06	0.00040026	1.8862e-06	0.01	0.01	4.0954e-06	0.000721	4.6833e-07	0.0086944	0.0066455	0.027911	0.0021074	0.0027605	0.00020139	8.799e-07	1.7068e-05	3.1021e-06	
2.668e-06	2.6321e-06	0.041983	3.6436e-06	4.8586e-06	0.00040353	2.1894e-06	0.01	0.01	4.5119e-06	0.00072478	5.6143e-07	0.0086949	0.0066472	0.027897	0.0021118	0.0027641	0.00020451	9.8077e-07	1.8128e-05	3.3843e-06	
3.0963e-06	2.6521e-06	0.041944	4.0499e-06	5.6389e-06	0.0004068	2.275e-06	0.01	0.01	5.0307e-06	0.0007286	7.6393e-07	0.0086954	0.0066489	0.027883	0.0021161	0.0027678	0.00020768	1.1256e-06	1.9467e-05	3.8019e-06	
4.1314e-05	2.423e-06	0.039745	3.464e-05	0.00010307	0.00060016	1.164e-05	0.01	0.01	4.0529e-05	0.00095599	2.36e-05	0.008729	0.0067538	0.027104	0.0023742	0.0029871	0.0003974	9.808e-06	0.00011569	3.6905e-05	
4.1756e-05	2.3466e-06	0.03971	3.4872e-05	0.00011656	0.00060323	1.3006e-05	0.01	0.01	4.0992e-05	0.00095957	2.3819e-05	0.0087295	0.0067554	0.027092	0.0023783	0.0029906	0.00040038	9.8549e-06	0.00011701	3.7292e-05	
4.2576e-05	2.3043e-06	0.039676	3.5417e-05	0.00012142	0.0006063	1.602e-05	0.01	0.01	4.1609e-05	0.00096319	2.4412e-05	0.0087301	0.0067571	0.02708	0.0023824	0.0029941	0.00040342	9.9789e-06	0.00011875	3.7935e-05	
4.3968e-05	2.2914e-06	0.039644	3.6369e-05	0.00012312	0.00060937	1.7124e-05	0.01	0.01	4.2411e-05	0.00096685	2.4498e-05	0.0087307	0.0067589	0.027068	0.0023865	0.0029976	0.0004065	1.0194e-05	0.00012101	3.8922e-05	
4.5358e-05	2.2658e-06	0.039611	3.7166e-05	0.00012481	0.00061243	1.8227e-05	0.01	0.01	4.3141e-05	0.0009705	2.4538e-05	0.0087312	0.0067606	0.027057	0.0023906	0.0030011	0.00040956	1.0372e-05	0.00012307	3.9779e-05	
4.6747e-05	2.2677e-06	0.03958	3.8439e-05	0.00012651	0.00061549	1.9329e-05	0.01	0.01	4.3868e-05	0.00097418	2.4824e-05	0.0087318	0.0067623	0.027045	0.0023947	0.0030047	0.00041262	1.0651e-05	0.00012568	4.104e-05	
4.8135e-05	2.2573e-06	0.039549	3.9531e-05	0.0001282	0.00061855	2.043e-05	0.01	0.01	4.453e-05	0.00097785	2.506e-05	0.0087324	0.006764	0.027034	0.0023988	0.0030083	0.00041565	1.089e-05	0.00012809	4.2146e-05	
4.9521e-05	2.2739e-06	0.03952	4.1215e-05	0.00012989	0.0006216	2.153e-05	0.01	0.01	4.538e-05	0.00098156	2.4926e-05	0.0087331	0.0067658	0.027024	0.0024028	0.0030119	0.00041874	1.1247e-05	0.00013112	4.3753e-05	
5.0905e-05	2.326e-06	0.039492	4.3765e-05	0.00013158	0.00062465	2.2629e-05	0.01	0.01	4.6457e-05	0.00098531	2.5003e-05	0.0087337	0.0067676	0.027014	0.0024069	0.0030156	0.00042187	1.1796e-05	0.00013197	4.4267e-05	
5.2289e-05	2.4121e-06	0.039466	4.7564e-05	0.00013327	0.0006277	2.3726e-05	0.01	0.01	4.7806e-05	0.00098911	2.5324e-05	0.0087344	0.0067695	0.027004	0.002411	0.0030193	0.00042506	1.2568e-05	0.00013316	4.5075e-05	
5.367e-05	2.5403e-06	0.039442	5.3201e-05	0.00013495	0.00063074	2.4823e-05	0.01	0.01	4.9154e-05	0.00099296	2.6063e-05	0.0087351	0.0067714	0.026995	0.002415	0.0030231	0.00042824	1.3644e-05	0.00013474	4.6287e-05	
5.5051e-05	2.7229e-06	0.03942	6.1579e-05	0.00013664	0.00063378	2.5918e-05	0.01	0.01	5.05e-05	0.00099685	2.6212e-05	0.0087359	0.0067733	0.026987	0.0024191	0.0030269	0.00043142	1.5141e-05	0.0001368	4.8065e-05	
5.643e-05	2.8821e-06	0.039397	6.8928e-05	0.00013832	0.00063682	2.7012e-05	0.01	0.01	5.1846e-05	0.0010007	2.8416e-05	0.0087366	0.0067752	0.026979	0.0024232	0.0030307	0.0004346	1.6474e-05	0.00013867	4.9623e-05	
5.7808e-05	3.0198e-06	0.039376	7.1156e-05	0.00014	0.00063986	2.8105e-05	0.01	0.01	5.319e-05	0.0010046	2.912e-05	0.0087374	0.0067771	0.02697	0.0024272	0.0030346	0.00043777	1.7662e-05	0.00014037	5.0986e-05	
5.9184e-05	3.2154e-06	0.039356	7.4557e-05	0.00014168	0.00064289	2.9197e-05	0.01	0.01	5.4532e-05	0.0010086	3.0636e-05	0.0087382	0.0067791	0.026962	0.0024313	0.0030385	0.00044094	1.9301e-05	0.00014023	5.2966e-05	
