Pygoscelis_adeliae	Phalacrocorax_carbo	Phaethon_lepturus	Pelecanus_crispus	Nipponia_nippon	Haliaeetus_leucocephalus	Gavia_stellata	Fulmarus_glacialis	Falco_peregrinus	Falco_cherrug	Egretta_garzetta	Charadrius_vociferus	Calidris_pugnax	Buteo_japonicus	Aquila_chrysaetos_chrysaetos	Aptenodytes_forsteri	
0.0018934	9.4293e-05	1.6045e-06	1.2355e-06	0.025799	0.00021498	6.0616e-07	0.00055128	0.01	0.01	0.00019693	3.5116e-07	2.4617e-05	0.00015813	1.7975e-05	0.0038973	
0.0019163	9.5313e-05	1.6451e-06	1.419e-06	0.026109	0.00021751	5.8043e-07	0.00055382	0.01	0.01	0.00019536	3.4373e-07	2.4705e-05	0.00016029	1.9328e-05	0.0039019	
0.001939	9.6276e-05	1.6811e-06	1.5922e-06	0.026413	0.00022002	5.4941e-07	0.00055622	0.01	0.01	0.00019371	3.3439e-07	2.473e-05	0.00016244	2.0659e-05	0.0039064	
0.0019614	9.7182e-05	1.7125e-06	1.7552e-06	0.02671	0.00022252	5.1296e-07	0.00055848	0.01	0.01	0.00019199	3.2254e-07	2.4693e-05	0.00016456	2.1967e-05	0.0039109	
0.0019836	9.8031e-05	2.0695e-06	2.9473e-06	0.027	0.00022501	4.7089e-07	0.00056058	0.01	0.01	0.00019019	3.0812e-07	2.459e-05	0.00016666	2.3252e-05	0.0039151	
0.0020054	9.8818e-05	2.4076e-06	4.0881e-06	0.027281	0.00022747	5.2952e-07	0.00056252	0.01	0.01	0.00019192	3.5736e-07	2.4399e-05	0.00016874	2.4511e-05	0.0039193	
0.0020271	9.9547e-05	2.729e-06	5.1828e-06	0.027556	0.00022993	5.8156e-07	0.00056431	0.01	0.01	0.00019356	4.0286e-07	2.4135e-05	0.00017079	2.5745e-05	0.0039233	
0.002031	0.00010041	3.0887e-06	6.3843e-06	0.027848	0.00023241	6.4248e-07	0.00056645	0.01	0.01	0.0001954	4.5328e-07	2.4033e-05	0.00017289	2.7031e-05	0.0039277	
0.0020349	0.00010121	3.4323e-06	7.5418e-06	0.028134	0.00023487	6.9695e-07	0.00056844	0.01	0.01	0.00019715	5.0007e-07	2.3868e-05	0.00017497	2.8294e-05	0.003932	
0.0020387	0.00010197	3.761e-06	8.6585e-06	0.028415	0.00023732	7.453e-07	0.00057031	0.01	0.01	0.00019884	5.434e-07	2.364e-05	0.00017702	2.9536e-05	0.0039361	
0.0020427	0.00010286	4.1283e-06	9.8825e-06	0.028712	0.0002398	8.0265e-07	0.00057252	0.01	0.01	0.00020071	5.9169e-07	2.3567e-05	0.00017913	3.0828e-05	0.0039405	
0.0020469	0.00010389	4.5389e-06	1.1224e-05	0.029028	0.00024231	8.702e-07	0.00057509	0.01	0.01	0.00020278	6.455e-07	2.3637e-05	0.00018128	3.2173e-05	0.0039453	
0.0020514	0.00010508	4.9981e-06	1.2697e-05	0.029363	0.00024484	9.4948e-07	0.00057806	0.01	0.01	0.00020507	7.0548e-07	2.3858e-05	0.00018348	3.3573e-05	0.0039502	
0.0020558	0.0001062	5.4378e-06	1.4118e-05	0.029691	0.00024736	1.0213e-06	0.00058087	0.01	0.01	0.00020727	7.6142e-07	2.4018e-05	0.00018565	3.495e-05	0.0039551	
0.0020601	0.00010727	5.8608e-06	1.5494e-05	0.030013	0.00024986	1.0866e-06	0.00058356	0.01	0.01	0.0002094	8.1372e-07	2.4127e-05	0.00018781	3.6306e-05	0.0039599	
0.0020647	0.00010851	6.3367e-06	1.7012e-05	0.030356	0.0002524	1.1647e-06	0.00058665	0.01	0.01	0.00021175	8.7288e-07	2.3496e-05	0.00019002	3.7721e-05	0.0039649	
0.0020695	0.00010993	6.8701e-06	1.868e-05	0.03072	0.00025496	1.2571e-06	0.00059018	0.01	0.01	0.00021435	9.3927e-07	2.307e-05	0.00019228	3.9194e-05	0.0039703	
0.0020742	0.00011129	7.3817e-06	2.0291e-05	0.031077	0.00025756	2.0027e-06	0.00059355	0.01	0.01	0.00021685	1.0014e-06	2.2576e-05	0.00019459	4.073e-05	0.0039755	
0.0020788	0.00011256	7.8692e-06	2.184e-05	0.031426	0.00026013	2.7054e-06	0.00059673	0.01	0.01	0.00021926	1.4735e-06	2.1983e-05	0.00019688	4.2237e-05	0.0039807	
0.0020834	0.00011377	8.334e-06	2.333e-05	0.031769	0.00026269	3.3681e-06	0.00059975	0.01	0.01	0.00022157	1.9256e-06	2.1297e-05	0.00019914	4.3718e-05	0.0039857	
0.0020881	0.00011515	8.8551e-06	2.4967e-05	0.032131	0.00026528	4.154e-06	0.00060319	0.01	0.01	0.00022411	2.427e-06	2.0826e-05	0.00020145	4.526e-05	0.0039909	
0.0020928	0.00011646	9.3524e-06	2.6543e-05	0.032486	0.00026786	4.8957e-06	0.00060645	0.01	0.01	0.00022655	2.9074e-06	2.0274e-05	0.00020374	4.6776e-05	0.0039961	
0.0020977	0.00011796	9.9095e-06	2.8274e-05	0.032863	0.00027046	5.7506e-06	0.00061014	0.01	0.01	0.00022924	3.4407e-06	1.8076e-05	0.00020608	4.8353e-05	0.0040015	
0.0021025	0.00011937	1.0441e-05	2.994e-05	0.033231	0.00027305	6.5579e-06	0.00061366	0.01	0.01	0.00023183	3.9505e-06	1.7984e-05	0.0002084	4.9904e-05	0.0040069	
0.0021072	0.00012073	1.0953e-05	3.1605e-05	0.033594	0.00027563	7.3265e-06	0.00061703	0.01	0.01	0.00023433	4.4421e-06	1.7843e-05	0.0002107	5.1431e-05	0.0040121	
0.0021121	0.00012228	1.1528e-05	3.3268e-05	0.033978	0.00027823	8.2174e-06	0.00062085	0.01	0.01	0.00023708	4.9896e-06	1.7835e-05	0.00021305	5.3023e-05	0.0040176	
0.0021174	0.00012404	1.2175e-05	3.4929e-05	0.034386	0.00028087	9.2509e-06	0.00062517	0.01	0.01	0.00024012	5.5997e-06	1.7961e-05	0.00021545	5.4685e-05	0.0040234	
0.0021225	0.00012573	1.2794e-05	3.6588e-05	0.034785	0.00028349	1.0228e-05	0.0006293	0.01	0.01	0.00024304	6.1848e-06	1.8032e-05	0.00021784	5.6318e-05	0.0040291	
0.0021279	0.00012765	1.3491e-05	3.8246e-05	0.034884	0.00028614	1.1364e-05	0.00063395	0.01	0.01	0.00024627	6.8381e-06	1.8248e-05	0.00022027	5.8023e-05	0.0040351	
0.0021336	0.00012983	1.4278e-05	3.9903e-05	0.034882	0.00028883	1.2688e-05	0.00063918	0.01	0.01	0.00024982	7.5684e-06	1.8635e-05	0.00022277	5.9803e-05	0.0040414	
0.0021392	0.00013191	1.5029e-05	4.1557e-05	0.034878	0.00029149	1.3937e-05	0.00064418	0.01	0.01	0.00025325	8.2679e-06	1.8949e-05	0.00022524	6.1552e-05	0.0040476	
0.0021446	0.00013389	1.5746e-05	4.321e-05	0.034872	0.00029414	1.5115e-05	0.00064896	0.01	0.01	0.00025655	8.9377e-06	1.9194e-05	0.00022769	6.327e-05	0.0040536	
