Zootoca_vivipara	Trachemys_scripta	Thamnophis_sirtalis	Python_molurus	Pseudonaja_textilis	Podarcis_muralis	Pelodiscus_sinensis	Pantherophis_guttatus	Notechis_scutatus	Lacerta_agilis	Gopherus_agassizii	Gavialis_gangeticus	Crocodylus_porosus	Chrysemys_picta	Chelonoidis_abingdonii	Chelonia_mydas	Anolis_carolinensis	Alligator_sinensis	Alligator_mississippiensis	
9.6374e-06	0.00014583	0.00032015	0.0016308	0.03883	0.017233	8.4798e-07	9.6986e-05	0.0086398	2.9171e-05	0.97877	0.00061159	0.00025666	0.0025298	0.011669	0.00023302	9.9874e-09	0.00011612	0.00020651	
1.0048e-05	0.00014833	0.00032031	0.0016542	0.038802	0.017247	8.6542e-07	9.8693e-05	0.0086403	2.8334e-05	0.97875	0.00060007	0.00027564	0.0025327	0.011692	0.00023886	8.0999e-09	0.00011762	0.00020943	
1.0447e-05	0.00015081	0.00032042	0.0016764	0.038774	0.01726	8.7759e-07	0.00010038	0.0086409	2.7456e-05	0.97871	0.00058834	0.000294	0.0025355	0.011715	0.00024462	1.5511e-08	0.0001191	0.00021229	
1.0862e-05	0.00015327	0.00032063	0.0017013	0.038746	0.017275	8.9757e-07	0.0001021	0.0086415	2.6645e-05	0.97868	0.00057712	0.00031387	0.0025383	0.011738	0.00025084	2.5626e-08	0.00012062	0.00021529	
1.1295e-05	0.00015576	0.00032079	0.0017245	0.038718	0.017291	9.2734e-07	0.0001038	0.0086421	2.5899e-05	0.97868	0.00056566	0.00033304	0.0025412	0.011761	0.00025227	4.0635e-08	0.00012211	0.00021821	
1.1716e-05	0.00015823	0.00032089	0.0017465	0.03869	0.017306	9.5139e-07	0.00010548	0.0086426	2.5113e-05	0.97868	0.00055398	0.00035159	0.002544	0.011785	0.00025366	5.2394e-08	0.00012359	0.00022107	
1.2153e-05	0.00016072	0.00032109	0.001771	0.038662	0.017323	9.8303e-07	0.00010719	0.0086432	2.4387e-05	0.97871	0.00054279	0.00037158	0.002547	0.011809	0.00025513	6.9045e-08	0.00012509	0.00022406	
1.2608e-05	0.00016325	0.00032139	0.0017984	0.038635	0.017342	1.0227e-06	0.00010893	0.0086438	2.3716e-05	0.97879	0.00053217	0.00037699	0.00255	0.011834	0.00025666	6.8599e-08	0.00012661	0.00022718	
1.3051e-05	0.00016575	0.00032164	0.0018245	0.038607	0.01736	1.0564e-06	0.00011065	0.0086444	2.3011e-05	0.97886	0.00052135	0.0003822	0.002553	0.011859	0.00025816	6.5581e-08	0.00012813	0.00023024	
1.351e-05	0.00016828	0.00032199	0.0018534	0.03858	0.017379	1.0983e-06	0.0001124	0.008645	2.2355e-05	0.97897	0.00051097	0.00038783	0.002556	0.011885	0.00025973	6.5293e-08	0.00012966	0.00023342	
1.3958e-05	0.0001708	0.00032229	0.0018811	0.038553	0.017398	1.1343e-06	0.00011413	0.0086456	2.1669e-05	0.97908	0.00051032	0.00039296	0.002559	0.011911	0.00026126	6.2588e-08	0.00013118	0.00023655	
1.4423e-05	0.00017334	0.00032268	0.0019118	0.038526	0.017418	1.1793e-06	0.00011589	0.0086462	2.1032e-05	0.97923	0.00050977	0.00039853	0.0025621	0.011937	0.00026286	6.2672e-08	0.00013273	0.00023981	
1.4876e-05	0.00017587	0.00032303	0.0019412	0.038499	0.017438	1.2182e-06	0.00011764	0.0086468	2.0364e-05	0.97937	0.00050918	0.0004039	0.0025652	0.011963	0.00026443	6.0293e-08	0.00013425	0.00024301	
1.535e-05	0.00017837	0.00032326	0.0019747	0.038473	0.017459	1.25e-06	0.00011932	0.0086474	1.975e-05	0.97951	0.0005087	0.00040978	0.0025682	0.011989	0.00026595	4.1342e-08	0.00013581	0.00024637	
1.581e-05	0.00018091	0.00032344	0.0020063	0.038446	0.017479	1.2918e-06	0.00012098	0.008648	1.9101e-05	0.97968	0.00050834	0.0004162	0.0025713	0.012016	0.00026755	3.5614e-08	0.0001374	0.00024988	
1.629e-05	0.00018347	0.00032373	0.0020416	0.038419	0.017502	1.3443e-06	0.00012267	0.0086486	1.8504e-05	0.9799	0.00050809	0.0004232	0.0025745	0.012044	0.00026924	3.2391e-08	0.00013902	0.00025356	
1.6748e-05	0.00018602	0.00032413	0.0020674	0.038393	0.017523	1.389e-06	0.00012439	0.0086493	1.9083e-05	0.98012	0.00050777	0.0004299	0.0025777	0.012072	0.00027088	2.6608e-08	0.00014062	0.00025715	
1.7192e-05	0.00018854	0.00032447	0.0020918	0.038367	0.017543	1.4265e-06	0.0001261	0.0086499	1.9629e-05	0.98032	0.00050757	0.00043723	0.0025807	0.012099	0.00027247	1.824e-08	0.00014225	0.00026092	
1.7657e-05	0.0001911	0.00032492	0.0021193	0.038342	0.017565	1.3798e-06	0.00012784	0.0086505	2.0226e-05	0.98057	0.00050749	0.00044524	0.0025839	0.012127	0.00027415	1.2456e-08	0.00014391	0.00026487	
1.8106e-05	0.00019369	0.00032531	0.0021451	0.038316	0.017587	1.3442e-06	0.00012956	0.0086512	2.0787e-05	0.97989	0.00050753	0.00045399	0.0025872	0.012156	0.00027592	1.164e-08	0.00014561	0.00026901	
1.8542e-05	0.00019626	0.00032564	0.0021695	0.03829	0.017607	1.3016e-06	0.00013125	0.0086518	2.1315e-05	0.9792	0.00050751	0.00046241	0.0025905	0.012186	0.00027764	9.0525e-09	0.00014728	0.00027306	
1.8998e-05	0.00019886	0.00032608	0.0021969	0.038264	0.017629	1.2691e-06	0.00013298	0.0086524	2.1892e-05	0.97856	0.00050759	0.00047158	0.0025938	0.012216	0.00027945	7.2696e-09	0.00014899	0.00027729	
1.9439e-05	0.00020144	0.00032646	0.0022229	0.038238	0.017651	1.2297e-06	0.00013469	0.008653	2.2434e-05	0.9779	0.00050762	0.00048039	0.0025971	0.012246	0.00028121	3.7821e-09	0.00015067	0.00028144	
1.9801e-05	0.00020405	0.00032695	0.0022521	0.038213	0.017667	1.2007e-06	0.00013643	0.0086537	2.5796e-05	0.9773	0.00050777	0.00049003	0.0026005	0.012277	0.00028306	1.5806e-09	0.00015239	0.00028579	
2.0148e-05	0.00020664	0.00032738	0.0022797	0.038187	0.017681	1.1644e-06	0.00013815	0.0086543	2.9033e-05	0.97668	0.00050784	0.00049921	0.0026038	0.012308	0.00028487	2.2763e-09	0.00015416	0.00029036	
2.0514e-05	0.00020921	0.00032774	0.0023053	0.038162	0.017698	1.1202e-06	0.00013985	0.0086549	3.2508e-05	0.97605	0.00050803	0.00050925	0.0026071	0.012338	0.00028661	3.016e-09	0.00015595	0.00029516	
2.09e-05	0.00021176	0.00032822	0.0023342	0.038136	0.017716	1.0682e-06	0.00014159	0.0086556	3.6246e-05	0.97541	0.00050816	0.00051887	0.0026103	0.012367	0.00028831	3.8467e-09	0.00015773	0.00029985	
2.1307e-05	0.00021434	0.00032882	0.0023665	0.038111	0.017736	1.0268e-06	0.00014335	0.0086562	4.0263e-05	0.97481	0.0005084	0.00052937	0.0026136	0.012397	0.0002901	4.8327e-09	0.00015954	0.00030475	
2.1734e-05	0.00021695	0.00032953	0.0023758	0.038087	0.017758	9.9438e-07	0.00014516	0.0086569	4.457e-05	0.97427	0.00050875	0.00054078	0.0026171	0.012429	0.00029198	6.0935e-09	0.00016139	0.00030988	
2.2146e-05	0.00021954	0.00033017	0.0023844	0.038062	0.017779	9.5531e-07	0.00014694	0.0086576	4.8726e-05	0.97371	0.00050904	0.00055173	0.0026204	0.012461	0.00029381	5.7904e-09	0.00016321	0.0003149	
2.2543e-05	0.00022211	0.00033075	0.0023923	0.038037	0.017799	9.0933e-07	0.0001487	0.0086582	5.2735e-05	0.97314	0.00050927	0.00056225	0.0026237	0.012491	0.00029558	3.9118e-09	0.00016501	0.00031981	
2.2925e-05	0.00022471	0.00033127	0.0023996	0.038012	0.017818	8.7303e-07	0.00015043	0.0086589	5.6607e-05	0.97262	0.00050944	0.00057236	0.0026271	0.012523	0.00029745	6.9516e-09	0.00016679	0.00032461	
2.3294e-05	0.00022729	0.00033173	0.0024062	0.037987	0.017836	8.3034e-07	0.00015215	0.0086595	6.0348e-05	0.97209	0.00050956	0.00058209	0.0026305	0.012555	0.00029927	8.3168e-09	0.00016855	0.0003293	
2.3683e-05	0.00022991	0.0003323	0.0024011	0.037962	0.017856	7.9674e-07	0.0001539	0.0086601	6.438e-05	0.97161	0.00050993	0.00058466	0.0026339	0.012588	0.00030118	1.0483e-08	0.00017047	0.00033024	
2.4096e-05	0.0002325	0.00033281	0.0023953	0.037937	0.017878	7.563e-07	0.00015563	0.0086608	6.8728e-05	0.97111	0.00051042	0.00058759	0.0026373	0.01262	0.00030304	9.4344e-09	0.00017244	0.00033128	
2.4531e-05	0.00023513	0.00033345	0.0023909	0.037913	0.017902	7.2445e-07	0.0001574	0.0086614	7.3415e-05	0.97067	0.00051103	0.00059089	0.0026408	0.012653	0.000305	9.1638e-09	0.00017444	0.00033241	
2.495e-05	0.00023779	0.00033401	0.0023858	0.037888	0.017925	7.0037e-07	0.00015914	0.0086621	7.7928e-05	0.97028	0.00051183	0.00059017	0.0026444	0.012689	0.00030706	7.0073e-09	0.00017649	0.00033365	
2.5392e-05	0.00024049	0.0003347	0.002382	0.037864	0.01795	6.8311e-07	0.00016092	0.0086628	8.2782e-05	0.96994	0.00051257	0.00058931	0.0026482	0.012725	0.00030922	5.5207e-09	0.00017851	0.00033484	
2.5817e-05	0.00024322	0.0003355	0.0023794	0.03784	0.017974	6.7241e-07	0.00016274	0.0086634	8.7456e-05	0.96965	0.00051343	0.00058873	0.002652	0.012764	0.00031149	4.6298e-09	0.00018057	0.00033613	
2.6265e-05	0.00024598	0.00033643	0.0023779	0.037816	0.017999	6.6773e-07	0.0001646	0.0086641	9.2483e-05	0.96941	0.00051441	0.00058842	0.0026559	0.012804	0.00031387	3.9766e-09	0.00018268	0.00033753	
2.6737e-05	0.00024879	0.00033749	0.0023775	0.037793	0.018026	6.6895e-07	0.00016649	0.0086648	9.789e-05	0.96922	0.00051552	0.00058837	0.00266	0.012846	0.00031635	3.4628e-09	0.00018482	0.00033903	
3.0288e-05	0.00025157	0.00033847	0.0023767	0.03777	0.018053	6.6506e-07	0.00016836	0.0086655	0.00010307	0.96902	0.00051656	0.00058819	0.002664	0.012886	0.00031878	8.3681e-09	0.00018694	0.00034048	
3.3769e-05	0.00025432	0.00033939	0.0023888	0.037746	0.018079	6.5603e-07	0.00017021	0.0086662	0.00010807	0.9688	0.00051754	0.00058787	0.0026679	0.012927	0.00032115	3.3214e-08	0.00018903	0.00034187	
3.4848e-05	0.00025712	0.00034044	0.0024029	0.037723	0.018107	6.5315e-07	0.0001721	0.0086669	0.0001136	0.96864	0.00051865	0.00058783	0.002672	0.012969	0.00032365	3.9791e-08	0.00019117	0.00034337	
3.5899e-05	0.00025989	0.00034141	0.002416	0.0377	0.018134	6.4493e-07	0.00017396	0.0086676	0.00011893	0.96846	0.00051968	0.00058765	0.0026759	0.01301	0.0003261	4.3544e-08	0.00019328	0.00034481	
3.6997e-05	0.0002627	0.00034251	0.002431	0.037677	0.018163	6.4251e-07	0.00017586	0.0086683	0.00012466	0.96833	0.00052085	0.00058773	0.00268	0.013053	0.00032865	5.0425e-08	0.00019544	0.00034636	
3.8069e-05	0.00026548	0.00034354	0.0024451	0.037654	0.018191	6.347e-07	0.00017774	0.008669	0.0001302	0.96819	0.00052214	0.00058808	0.0026841	0.013095	0.00033114	5.4026e-08	0.00019764	0.00034802	
3.919e-05	0.0002683	0.0003447	0.0024611	0.037631	0.018221	6.3265e-07	0.00017966	0.0086697	0.00013616	0.9681	0.00052357	0.00058869	0.0026882	0.013138	0.00033375	6.1126e-08	0.00019988	0.0003498	
4.0372e-05	0.00027116	0.00034599	0.0024794	0.037609	0.018253	6.3654e-07	0.00018161	0.0086705	0.00013782	0.96806	0.00052513	0.00058959	0.0026924	0.013184	0.00033648	7.3022e-08	0.00020216	0.0003517	
4.1525e-05	0.00027406	0.00034742	0.002504	0.037587	0.018284	6.3539e-07	0.00018361	0.0086712	0.00013939	0.968	0.00052663	0.00059035	0.0026968	0.013228	0.00033914	8.1028e-08	0.00020442	0.00035354	
4.2651e-05	0.00027694	0.00034877	0.0025271	0.037564	0.018314	6.2918e-07	0.00018559	0.0086719	0.00014089	0.96794	0.00052806	0.00059097	0.0027012	0.013272	0.00034174	8.5603e-08	0.00020665	0.00035531	
4.3829e-05	0.00027986	0.00035026	0.0025362	0.037542	0.018346	6.291e-07	0.00018761	0.0086726	0.00014254	0.96792	0.00052941	0.00059145	0.0027056	0.013318	0.00034447	7.9223e-08	0.00020886	0.00035703	
4.5062e-05	0.00028282	0.00035189	0.002547	0.03752	0.018381	6.3476e-07	0.00018967	0.0086733	0.00014436	0.96796	0.0005309	0.0005922	0.0027102	0.013319	0.00034732	7.7048e-08	0.00021111	0.00035885	
4.6352e-05	0.00028581	0.00035366	0.0025595	0.037498	0.018417	6.463e-07	0.00019177	0.008674	0.00014635	0.96804	0.00053252	0.00059323	0.0027148	0.013322	0.0003503	7.8674e-08	0.00021341	0.0003608	
4.7612e-05	0.00028879	0.00035536	0.0025712	0.037475	0.018453	6.5272e-07	0.00019385	0.0086748	0.00014825	0.96811	0.00053407	0.00059411	0.0027194	0.013323	0.00035321	7.7221e-08	0.00021568	0.00036269	
4.8839e-05	0.00029173	0.00035721	0.0025847	0.037454	0.018487	7.2675e-07	0.00019597	0.0086755	0.00015005	0.96817	0.00053577	0.00059529	0.002724	0.013325	0.00035604	8.4103e-08	0.00021799	0.00036471	
5.0123e-05	0.00029472	0.0003592	0.0026003	0.037432	0.018523	8.144e-07	0.00019813	0.0086763	0.00015203	0.96828	0.0005374	0.00059632	0.0027286	0.013327	0.000359	9.7397e-08	0.00022028	0.00036666	
5.1376e-05	0.00029768	0.00036112	0.0026148	0.037411	0.018559	8.9247e-07	0.00020027	0.008677	0.00015391	0.96838	0.00053895	0.00059722	0.0027332	0.013329	0.00036189	1.0666e-07	0.00022255	0.00036854	
5.269e-05	0.00030069	0.00036319	0.0026315	0.03739	0.018597	9.8517e-07	0.00020246	0.0086777	0.00015598	0.96852	0.00054065	0.0005984	0.0027379	0.013332	0.0003649	1.2242e-07	0.00022486	0.00037055	
5.3972e-05	0.00030366	0.00036544	0.0026534	0.037368	0.018633	1.0674e-06	0.00020469	0.0086785	0.00015796	0.96865	0.00054249	0.00059987	0.0027426	0.013334	0.00036785	1.2822e-07	0.00022722	0.0003727	
5.5316e-05	0.00030668	0.00036785	0.0026781	0.037347	0.018672	1.1654e-06	0.00020697	0.0086792	0.00016012	0.96883	0.00054448	0.00060165	0.0027473	0.013337	0.00037092	1.1713e-07	0.00022962	0.00037497	
5.6625e-05	0.00030967	0.00037017	0.0027014	0.037326	0.01871	1.2528e-06	0.00020923	0.00868	0.00016218	0.969	0.00054662	0.00060374	0.002752	0.01334	0.00037393	1.0129e-07	0.00023207	0.00037739	
5.7997e-05	0.00031264	0.00037266	0.0027278	0.037306	0.01875	1.3301e-06	0.00021153	0.0086808	0.00016444	0.96915	0.00054868	0.00060567	0.0027567	0.013342	0.00037686	9.2363e-08	0.0002345	0.00037973	
5.9435e-05	0.00031564	0.00037534	0.0027576	0.037285	0.018793	1.4237e-06	0.00021388	0.0086815	0.0001669	0.96936	0.00055091	0.00060793	0.0027614	0.013345	0.00037993	8.8423e-08	0.00023697	0.00038221	
6.0836e-05	0.00031862	0.00037791	0.0027856	0.037265	0.018834	2.054e-06	0.0002162	0.0086823	0.00016925	0.96955	0.00055304	0.00061002	0.0027661	0.013348	0.00038292	1.1585e-07	0.00023942	0.00038462	
6.2202e-05	0.00032165	0.00038068	0.0028173	0.037245	0.018874	2.7972e-06	0.00021857	0.0086831	0.0001715	0.96979	0.00055534	0.00061244	0.0027709	0.013352	0.00038605	1.5938e-07	0.00024191	0.00038717	
6.3634e-05	0.00032464	0.00038335	0.0028471	0.037224	0.018917	3.4714e-06	0.00022091	0.0086839	0.00017395	0.97001	0.0005578	0.00061522	0.0027756	0.013355	0.00038911	2.2672e-07	0.00024446	0.00038988	
6.5132e-05	0.00032762	0.00038621	0.0028546	0.037204	0.018961	4.0916e-06	0.0002233	0.0086847	0.00017662	0.97023	0.00056044	0.00061838	0.0027803	0.013358	0.0003921	3.281e-07	0.00024705	0.00039274	
6.6593e-05	0.00033063	0.00038926	0.002858	0.037185	0.019005	4.8304e-06	0.00022574	0.0086855	0.00017917	0.97049	0.00056299	0.00062135	0.0027851	0.013362	0.00039523	4.0832e-07	0.00024962	0.00039552	
6.8019e-05	0.00033363	0.00039251	0.0028629	0.037166	0.019047	5.5148e-06	0.00022824	0.0086863	0.00018161	0.97075	0.00056545	0.00062414	0.0027898	0.013365	0.00039828	4.7264e-07	0.00025216	0.00039822	
6.9512e-05	0.0003366	0.00039598	0.0028692	0.037147	0.019092	6.1475e-06	0.00023078	0.0086871	0.00018427	0.97099	0.00056783	0.00062675	0.0027944	0.013368	0.00040128	5.7099e-07	0.00025467	0.00040084	
7.1075e-05	0.00033961	0.00039966	0.0028769	0.037128	0.019139	6.8973e-06	0.00023337	0.008688	0.00018716	0.97128	0.00057013	0.00062919	0.0027992	0.013372	0.00040441	7.2899e-07	0.00025716	0.00040339	
7.2601e-05	0.00034266	0.00040324	0.0028839	0.03711	0.019186	7.7833e-06	0.00023594	0.0086888	0.00018993	0.97162	0.00057259	0.00063198	0.0028041	0.013377	0.00040768	8.5948e-07	0.00025969	0.00040609	
7.4199e-05	0.00034569	0.00040703	0.0028924	0.037092	0.019234	8.5917e-06	0.00023856	0.0086897	0.00019294	0.97195	0.00057522	0.00063515	0.002809	0.013381	0.00041088	1.0543e-06	0.00026228	0.00040894	
7.576e-05	0.00034876	0.00041071	0.0029001	0.037073	0.019282	9.5554e-06	0.00024114	0.0086905	0.00019583	0.97122	0.00057776	0.00063812	0.0028139	0.013387	0.00041423	1.2028e-06	0.00026483	0.00041171	
7.7397e-05	0.0003518	0.00041427	0.0029068	0.037055	0.019332	1.0446e-05	0.0002437	0.0086913	0.00019898	0.97046	0.0005802	0.00064089	0.0028188	0.013392	0.00041751	1.4721e-06	0.00026735	0.0004144	
