Zalophus_californianus	Vulpes_vulpes	Ursus_thibetanus	Ursus_maritimus	Ursus_arctos	Ursus_americanus	Phoca_vitulina	Neovison_vison	Mustela_putorius	Monachus_schauinslandi	Mirounga_leonina	Lontra_canadensis	Leptonychotes_weddellii	Eumetopias_jubatus	Enhydra_lutris	Canis_lupus	Callorhinus_ursinus	Ailuropoda_melanoleuca	
2.4692e-06	6.3205e-05	0.0016992	0.0098513	0.01	0.0099414	0.00015737	5.0573e-07	0.92757	0.00025817	0.00026346	3.2093e-06	2.0931e-07	0.067749	8.7415e-07	1.1396e-05	1.1567e-06	0.0008713	
2.492e-06	6.419e-05	0.0017076	0.0098513	0.01	0.0099414	0.00016066	4.4465e-07	0.92829	0.00025946	0.00026455	3.1655e-06	2.3077e-07	0.06737	7.0692e-07	1.1183e-05	1.1164e-06	0.00087373	
2.5429e-06	6.5332e-05	0.0017166	0.0098514	0.01	0.0099414	0.00016395	3.8128e-07	0.929	0.0002608	0.00026617	3.1194e-06	2.6961e-07	0.06706	5.3609e-07	1.1151e-05	9.339e-07	0.00087622	
2.4974e-06	6.6405e-05	0.0017254	0.0098515	0.01	0.0099415	0.00016724	3.1561e-07	0.92971	0.00026221	0.00026844	3.0711e-06	2.7407e-07	0.066848	3.6166e-07	1.1053e-05	8.3851e-07	0.00087867	
2.2953e-06	6.7475e-05	0.0017339	0.0098515	0.01	0.0099415	0.00017052	2.9625e-07	0.92927	0.00026368	0.0002715	2.9082e-06	2.4884e-07	0.066689	2.9415e-07	1.0952e-05	7.8908e-07	0.0008811	
2.1496e-06	6.8543e-05	0.001743	0.0098516	0.01	0.0099415	0.0001738	2.8943e-07	0.92896	0.00026521	0.00027546	2.8136e-06	2.3759e-07	0.066564	2.514e-07	1.0847e-05	7.7024e-07	0.00088358	
1.873e-06	6.9608e-05	0.0017519	0.0098516	0.01	0.0099415	0.00017708	2.7453e-07	0.92859	0.00026685	0.00028076	2.6911e-06	1.8791e-07	0.066555	1.9929e-07	1.0738e-05	7.0418e-07	0.00088603	
1.7231e-06	7.0671e-05	0.0017613	0.0098517	0.01	0.0099415	0.00018035	2.513e-07	0.92818	0.00026843	0.00028548	2.5382e-06	1.3004e-07	0.066437	1.3252e-07	1.0625e-05	5.222e-07	0.00088853	
1.6153e-06	7.1732e-05	0.0017714	0.0098517	0.01	0.0099416	0.00018362	2.3994e-07	0.92789	0.00027006	0.00029149	2.4546e-06	9.4997e-08	0.066348	8.9282e-08	1.0508e-05	4.1054e-07	0.00089108	
1.4897e-06	7.2791e-05	0.0017812	0.0098518	0.01	0.0099416	0.00018689	2.2087e-07	0.92755	0.00027167	0.00029694	2.346e-06	5.0736e-08	0.066248	3.7572e-08	1.0387e-05	2.8364e-07	0.0008936	
1.4141e-06	7.3848e-05	0.0017907	0.0098519	0.01	0.0099416	0.00019015	1.937e-07	0.92717	0.00027334	0.00030392	2.2099e-06	2.495e-08	0.066189	3.703e-08	1.0262e-05	2.1207e-07	0.0008961	
1.3703e-06	7.4902e-05	0.0018009	0.0098519	0.01	0.0099416	0.00019342	1.7782e-07	0.92691	0.00027483	0.00030976	2.1305e-06	2.3387e-08	0.065948	3.9253e-08	1.0133e-05	1.7006e-07	0.00089865	
1.3679e-06	7.5954e-05	0.0018117	0.009852	0.01	0.0099416	0.00019668	1.713e-07	0.92678	0.00027618	0.00031477	2.096e-06	4.0334e-08	0.065347	1.6453e-08	1.0001e-05	5.8487e-08	0.00090125	
1.3556e-06	7.7004e-05	0.0018222	0.009852	0.01	0.0099417	0.00019985	1.5805e-07	0.9266	0.00027751	0.0003193	2.0421e-06	5.2757e-08	0.064699	1.9371e-08	9.8644e-06	4.6566e-08	0.00090383	
1.3331e-06	7.8051e-05	0.0018325	0.0098521	0.01	0.0099417	0.00020294	1.3782e-07	0.92638	0.00027882	0.00032339	1.9674e-06	6.1111e-08	0.063998	1.6673e-08	9.724e-06	2.7798e-08	0.00090637	
1.3311e-06	7.9096e-05	0.0018435	0.0098522	0.01	0.0099417	0.00020762	1.2648e-07	0.92628	0.00027883	0.0003252	1.8904e-06	9.1938e-08	0.063439	1.0207e-08	9.5798e-06	1.5482e-08	0.00090897	
1.319e-06	8.0139e-05	0.0018541	0.0098522	0.01	0.0099417	0.00021218	1.0854e-07	0.92613	0.00027881	0.00032677	1.7903e-06	1.1555e-07	0.062833	2.0167e-08	9.4316e-06	2.2797e-08	0.00091155	
1.3253e-06	8.118e-05	0.0018655	0.0098523	0.01	0.0099418	0.00021702	9.8072e-08	0.92611	0.00027884	0.00032896	1.7357e-06	1.553e-07	0.062335	3.2829e-08	9.2796e-06	3.3321e-08	0.00091417	
1.5604e-06	8.2219e-05	0.0018765	0.0098524	0.01	0.0099418	0.00022177	9.5012e-08	0.92632	0.00027885	0.00033085	1.5233e-06	1.8889e-07	0.061779	5.1727e-08	9.1236e-06	3.7718e-08	0.00091677	
1.7938e-06	8.3255e-05	0.0018873	0.0098524	0.01	0.0099418	0.0002264	8.7778e-08	0.92647	0.00027885	0.00033275	1.2688e-06	2.2136e-07	0.061223	6.2967e-08	8.9638e-06	3.7575e-08	0.00091933	
2.0257e-06	8.4289e-05	0.0018988	0.0098525	0.01	0.0099418	0.00023131	8.5889e-08	0.92676	0.00027885	0.00033463	1.1007e-06	2.5268e-07	0.060669	8.1963e-08	8.8e-06	4.1682e-08	0.00092195	
2.256e-06	8.532e-05	0.0019099	0.0098526	0.01	0.0099419	0.0002361	7.8652e-08	0.92699	0.00027884	0.00033652	8.9937e-07	2.8287e-07	0.060114	9.2782e-08	8.6323e-06	4.0057e-08	0.00092454	
2.4848e-06	8.635e-05	0.0019218	0.0098526	0.01	0.0099419	0.00024119	6.9064e-08	0.92723	0.00027883	0.0003384	6.9586e-07	3.1193e-07	0.05956	9.9848e-08	8.4608e-06	4.2864e-08	0.00092719	
2.712e-06	8.7377e-05	0.0019344	0.0098527	0.01	0.0099419	0.0002466	6.4326e-08	0.9276	0.00027882	0.00034027	5.6079e-07	3.3985e-07	0.059007	7.1437e-08	8.2853e-06	2.3397e-08	0.00092989	
2.9377e-06	8.8402e-05	0.0019478	0.0098528	0.01	0.0099419	0.00025234	6.374e-08	0.92809	0.0002788	0.00034215	4.7196e-07	3.6663e-07	0.058454	5.346e-08	8.1059e-06	1.0344e-08	0.00093264	
3.1617e-06	8.9425e-05	0.0019608	0.0098528	0.01	0.009942	0.00025793	6.7322e-08	0.92873	0.00027878	0.00034402	4.1551e-07	3.9228e-07	0.057901	4.258e-08	7.9227e-06	1.3756e-08	0.00093537	
3.3843e-06	9.0445e-05	0.0019735	0.0098529	0.01	0.009942	0.00026337	6.588e-08	0.92933	0.00027875	0.00034588	3.442e-07	4.1679e-07	0.057349	2.4314e-08	7.7355e-06	1.2507e-08	0.00093806	
3.6052e-06	9.1464e-05	0.001987	0.009853	0.01	0.009942	0.00026916	6.8725e-08	0.93007	0.00027872	0.00034774	2.9909e-07	4.4017e-07	0.056797	1.1225e-08	7.5444e-06	1.2388e-08	0.00094081	
3.8246e-06	9.248e-05	0.0020002	0.009853	0.01	0.009942	0.0002748	6.6596e-08	0.93075	0.00027869	0.0003496	2.4168e-07	4.6241e-07	0.056246	1.6225e-08	7.3494e-06	3.5565e-08	0.00094353	
4.0425e-06	9.3494e-05	0.0020142	0.0098531	0.01	0.0099421	0.0002808	6.8784e-08	0.93158	0.00027865	0.00035146	2.0522e-07	4.8352e-07	0.055695	2.29e-08	7.1506e-06	7.1026e-08	0.00094631	
4.2587e-06	9.4505e-05	0.0020279	0.0098532	0.01	0.0099421	0.00028665	6.6e-08	0.93234	0.00027861	0.00035331	1.5826e-07	5.0349e-07	0.055145	8.6969e-08	6.9478e-06	3.3181e-07	0.00094906	
4.4735e-06	9.5514e-05	0.0020424	0.0098533	0.01	0.0099421	0.00029286	6.7503e-08	0.93325	0.00027857	0.00035515	1.28e-07	5.2233e-07	0.054595	1.7945e-07	6.7411e-06	7.3138e-07	0.00095186	
4.6866e-06	9.6521e-05	0.0020577	0.0098533	0.01	0.0099421	0.00029947	7.3512e-08	0.9343	0.00027852	0.000357	1.0941e-07	5.4003e-07	0.054046	2.0044e-07	6.5305e-06	8.644e-07	0.00095472	
4.8982e-06	9.7526e-05	0.0020727	0.0098534	0.01	0.0099422	0.0003059	7.4337e-08	0.93529	0.00027847	0.00035883	8.3297e-08	5.5659e-07	0.053497	4.1727e-07	6.316e-06	1.8603e-06	0.00095755	
5.1082e-06	9.8529e-05	0.0020886	0.0098535	0.01	0.0099422	0.00031273	7.9821e-08	0.93642	0.00027841	0.00036067	6.6425e-08	5.7202e-07	0.052948	4.8191e-07	6.0976e-06	2.2047e-06	0.00096044	
5.3167e-06	9.9529e-05	0.0021054	0.0098536	0.01	0.0099422	0.00031998	9.0713e-08	0.9377	0.00027835	0.0003625	5.6085e-08	5.8632e-07	0.0524	5.8783e-07	5.8753e-06	2.7633e-06	0.00096338	
5.5236e-06	0.00010053	0.0021232	0.0098536	0.01	0.0099423	0.00032767	1.085e-07	0.93913	0.00027829	0.00036433	5.0619e-08	5.9947e-07	0.051853	5.9817e-07	5.6491e-06	2.9413e-06	0.00096638	
5.729e-06	0.00010152	0.0021421	0.0098537	0.01	0.0099423	0.00033584	1.3587e-07	0.94072	0.00027822	0.00036615	4.9263e-08	6.115e-07	0.051306	5.257e-07	5.419e-06	2.947e-06	0.00096943	
5.9328e-06	0.00010252	0.002162	0.0098538	0.01	0.0099423	0.00034452	1.7668e-07	0.94249	0.00027815	0.00036798	5.1792e-08	6.2238e-07	0.050759	4.8602e-07	5.185e-06	2.7871e-06	0.00097255	
6.135e-06	0.00010351	0.0021814	0.0098539	0.01	0.0099424	0.00035298	2.0826e-07	0.94418	0.00027808	0.00036979	4.9391e-08	6.3214e-07	0.050213	4.3603e-07	4.947e-06	2.6037e-06	0.00097563	
6.3357e-06	0.0001045	0.002202	0.009854	0.01	0.0099424	0.00036196	2.5597e-07	0.94604	0.000278	0.00037161	5.0762e-08	6.4075e-07	0.049667	4.0909e-07	4.7052e-06	2.033e-06	0.00097877	
6.5348e-06	0.00010548	0.0022221	0.0098541	0.01	0.0099424	0.00037071	2.9341e-07	0.94782	0.00027792	0.00037342	4.7293e-08	6.4824e-07	0.049122	3.7283e-07	4.4595e-06	1.9876e-06	0.00098188	
6.7324e-06	0.00010647	0.0022434	0.0098542	0.01	0.0099425	0.00038001	3.5096e-07	0.94979	0.00027783	0.00037522	4.7608e-08	6.5458e-07	0.048577	3.5844e-07	4.2098e-06	1.7641e-06	0.00098505	
6.9284e-06	0.00010745	0.0022642	0.0098543	0.01	0.0099425	0.00038909	3.9668e-07	0.95168	0.00027774	0.00037702	4.3143e-08	6.5979e-07	0.048033	3.3547e-07	3.9563e-06	1.8099e-06	0.0009882	
7.1228e-06	0.00010843	0.0022845	0.0098543	0.01	0.0099425	0.00039794	4.3152e-07	0.95349	0.00027765	0.00037882	3.6288e-08	6.6387e-07	0.047489	3.0877e-07	3.6988e-06	1.8418e-06	0.00099131	
7.3157e-06	0.00010941	0.0023045	0.0098544	0.01	0.0099425	0.00040658	4.5619e-07	0.95524	0.00027755	0.00038062	5.9662e-08	6.6681e-07	0.046945	2.6941e-07	3.4375e-06	2.3377e-06	0.00099439	
7.5071e-06	0.00011039	0.0023239	0.0098545	0.01	0.0099426	0.00041501	4.7121e-07	0.95692	0.00027745	0.00038241	7.6545e-08	6.6862e-07	0.046402	3.3048e-07	3.1722e-06	2.7527e-06	0.00099744	
7.6968e-06	0.00011136	0.0023279	0.0098546	0.01	0.0099426	0.00042075	5.0331e-07	0.95876	0.00027734	0.0003842	9.1046e-08	6.6929e-07	0.04586	3.8783e-07	2.903e-06	2.8791e-06	0.0010006	
7.8851e-06	0.00011233	0.0023696	0.0098547	0.01	0.0099426	0.00043262	5.2478e-07	0.96053	0.00027723	0.00038598	9.9334e-08	6.6882e-07	0.045318	4.3489e-07	2.63e-06	3.0026e-06	0.0010036	
8.0717e-06	0.0001133	0.0024108	0.0098548	0.01	0.0099427	0.00043779	5.655e-07	0.96247	0.00027712	0.00038776	1.1517e-07	6.6722e-07	0.044776	5.1066e-07	2.353e-06	2.9713e-06	0.0010069	
8.2568e-06	0.00011427	0.0024515	0.0098549	0.01	0.0099427	0.0004468	5.9461e-07	0.96433	0.000277	0.00038953	1.2435e-07	6.6448e-07	0.044235	5.6844e-07	2.0721e-06	3.303e-06	0.0010102	
8.4404e-06	0.00011523	0.0024635	0.0098549	0.01	0.0099427	0.00045069	6.2141e-07	0.9662	0.00027688	0.00039131	1.3115e-07	6.6061e-07	0.043694	6.2252e-07	1.7873e-06	3.6319e-06	0.0010135	
8.5683e-06	0.00011613	0.0025488	0.009855	0.01	0.0099428	0.00045309	6.459e-07	0.96806	0.00027803	0.00039637	1.3556e-07	6.2719e-07	0.043601	6.7291e-07	1.4323e-06	3.958e-06	0.0010168	
8.6701e-06	0.00011696	0.0026324	0.0098551	0.01	0.0099428	0.00045549	6.6807e-07	0.96993	0.00027916	0.00040094	1.376e-07	5.8216e-07	0.043499	7.196e-07	9.9392e-07	4.2815e-06	0.00102	
8.7703e-06	0.00011779	0.002716	0.0098552	0.01	0.0099428	0.00045781	6.8793e-07	0.97179	0.00028026	0.0004055	1.3725e-07	5.3601e-07	0.043396	7.626e-07	5.5176e-07	4.6022e-06	0.0010233	
8.8689e-06	0.00011854	0.0027997	0.0098553	0.01	0.0099429	0.00046239	7.0548e-07	0.97366	0.00028135	0.00041007	1.3453e-07	4.8875e-07	0.043294	8.0191e-07	5.0596e-07	4.9203e-06	0.0010265	
9.136e-06	0.00011929	0.002826	0.0098554	0.01	0.0099429	0.00046698	7.2072e-07	0.97552	0.00028233	0.00041389	1.2943e-07	5.1421e-07	0.043037	8.3752e-07	4.5601e-07	5.2356e-06	0.0010298	
9.4016e-06	0.00012005	0.0028523	0.0098554	0.01	0.0099429	0.00046762	7.3364e-07	0.97739	0.00028336	0.00041771	1.2194e-07	5.3855e-07	0.04278	8.6944e-07	4.0193e-07	5.5482e-06	0.0010331	
9.6656e-06	0.00012072	0.0028786	0.0098555	0.01	0.009943	0.00046984	8.4402e-07	0.97843	0.00028439	0.00042152	1.4449e-07	5.6175e-07	0.042523	1.0548e-06	4.7738e-07	5.7993e-06	0.0010363	
1.0043e-05	0.00012154	0.002885	0.0098556	0.01	0.009943	0.00047319	1.0069e-06	0.97959	0.00028403	0.00042292	1.8021e-07	6.4612e-07	0.041749	1.3316e-06	6.0847e-07	6.2152e-06	0.0010396	
1.0559e-05	0.00012252	0.0028919	0.0098557	0.01	0.009943	0.00047314	1.1675e-06	0.98075	0.00028372	0.00042498	2.3503e-07	7.8691e-07	0.041111	1.4045e-06	6.3063e-07	6.8664e-06	0.001043	
1.0962e-05	0.0001235	0.0029507	0.0098558	0.01	0.0099431	0.00047308	1.3021e-06	0.98188	0.0002835	0.00042797	2.875e-07	8.3083e-07	0.040997	1.4737e-06	6.4865e-07	7.3567e-06	0.0010463	
1.1364e-05	0.00012448	0.0029687	0.0098559	0.01	0.0099431	0.00047296	1.4344e-06	0.98301	0.00028326	0.00043095	3.3763e-07	8.7363e-07	0.040884	1.5393e-06	6.6252e-07	7.8445e-06	0.0010496	
1.1705e-05	0.00012534	0.0029866	0.009856	0.01	0.0099431	0.00047425	1.6431e-06	0.98308	0.00028301	0.00043393	4.1994e-07	9.1531e-07	0.040947	1.6644e-06	9.5392e-07	8.2383e-06	0.0010529	
1.2186e-05	0.00012637	0.0029892	0.0098561	0.01	0.0099432	0.00047645	1.9469e-06	0.98322	0.00028118	0.00043474	5.435e-07	1.0492e-06	0.040915	1.8603e-06	1.4326e-06	8.8712e-06	0.0010563	
1.2795e-05	0.00012753	0.0029921	0.0098561	0.01	0.0099432	0.0004788	2.3451e-06	0.98342	0.00027939	0.000436	7.0686e-07	1.2436e-06	0.040895	2.1224e-06	2.1235e-06	9.757e-06	0.0010597	
1.3561e-05	0.00012884	0.0029954	0.0098562	0.01	0.0099432	0.00048128	2.8609e-06	0.98367	0.00027765	0.00043773	9.1969e-07	1.5214e-06	0.040887	2.4654e-06	3.1114e-06	1.0981e-05	0.0010632	
1.4521e-05	0.0001303	0.0029991	0.0098563	0.01	0.0099433	0.00048392	3.5307e-06	0.98398	0.00027596	0.00043998	1.1975e-06	1.9208e-06	0.040891	2.9128e-06	4.5352e-06	1.2677e-05	0.0010667	
1.5408e-05	0.00013194	0.0030031	0.0098564	0.01	0.0099433	0.0004865	4.4077e-06	0.98305	0.00027425	0.00044204	1.5627e-06	2.2742e-06	0.04089	3.4994e-06	6.6187e-06	1.4191e-05	0.0010702	
1.6229e-05	0.00013352	0.003007	0.0098565	0.01	0.0099433	0.00048924	5.5883e-06	0.98222	0.00027258	0.00044467	2.0541e-06	2.7877e-06	0.040886	4.2852e-06	8.4547e-06	1.5548e-05	0.0010737	
1.699e-05	0.00013503	0.0030108	0.0098566	0.01	0.0099434	0.00049189	6.7677e-06	0.9814	0.00027505	0.00044709	2.7176e-06	3.2422e-06	0.040878	5.3406e-06	1.0082e-05	1.677e-05	0.0010773	
1.7942e-05	0.00013672	0.003015	0.0098567	0.01	0.0099434	0.00049468	7.9459e-06	0.98059	0.00027758	0.00045012	3.5978e-06	3.897e-06	0.040882	6.7323e-06	1.2439e-05	1.8451e-05	0.0010808	
