Zalophus_californianus	Vulpes_vulpes	Ursus_thibetanus	Ursus_maritimus	Ursus_arctos	Ursus_americanus	Phoca_vitulina	Odobenus_rosmarus	Neovison_vison	Mustela_putorius	Monachus_schauinslandi	Mirounga_leonina	Lontra_canadensis	Leptonychotes_weddellii	Eumetopias_jubatus	Enhydra_lutris	Canis_lupus	Callorhinus_ursinus	Ailuropoda_melanoleuca	
0.01	0.00044432	0.0067311	0.0066695	0.0066695	0.026829	0.00092484	7.1177e-05	0.00015678	0.00010428	0.03144	0.00050726	0.0057755	0.0032099	0.00027464	0.00030482	0.0020979	0.00080418	5.0434e-05	
0.01	0.00044841	0.0067323	0.0066707	0.0066707	0.026806	0.00092602	7.057e-05	0.00015836	0.00010553	0.031417	0.0005097	0.0057763	0.0032111	0.00027357	0.00031076	0.0021013	0.00080752	5.1135e-05	
0.01	0.00045263	0.0067335	0.0066719	0.0066719	0.026783	0.00092734	6.9983e-05	0.00015997	0.00010681	0.031393	0.00051218	0.0057771	0.0032124	0.00027251	0.00031692	0.0021046	0.00081087	5.186e-05	
0.01	0.00045699	0.0067348	0.0066732	0.0066732	0.02676	0.00092881	6.9416e-05	0.00016161	0.00010813	0.031371	0.00051471	0.0057779	0.0032137	0.00027144	0.00032333	0.002108	0.00081425	5.261e-05	
0.01	0.00046131	0.006736	0.0066744	0.0066744	0.026737	0.00093023	6.8837e-05	0.00016325	0.00010944	0.031348	0.00051722	0.0057788	0.0032151	0.00027038	0.00032967	0.0021114	0.00081761	5.335e-05	
0.01	0.0004656	0.0067372	0.0066757	0.0066757	0.026715	0.00093161	6.8245e-05	0.00016487	0.00011074	0.031325	0.00051972	0.0057796	0.0032164	0.00026931	0.00033596	0.0021147	0.00082097	5.4081e-05	
0.01	0.00047004	0.0067385	0.0066769	0.0066769	0.026692	0.00093294	6.7641e-05	0.00016648	0.00011202	0.031302	0.00052219	0.0057804	0.0032176	0.00026823	0.00034218	0.0021181	0.00082431	5.4841e-05	
0.01	0.00047444	0.0067398	0.0066782	0.0066782	0.02667	0.00093421	6.969e-05	0.00016807	0.00011328	0.031279	0.00052465	0.0057812	0.0032189	0.00026715	0.00034833	0.0021215	0.00082764	5.5591e-05	
0.01	0.000479	0.0067411	0.0066795	0.0066795	0.026648	0.00093566	7.1791e-05	0.0001697	0.00011459	0.031257	0.00052716	0.0057821	0.0032202	0.00026608	0.00035475	0.0021249	0.000831	5.637e-05	
0.01	0.00048351	0.0067424	0.0066808	0.0066808	0.026625	0.00093705	7.3873e-05	0.00017132	0.00011588	0.031234	0.00052965	0.0057829	0.0032215	0.000265	0.00036111	0.0021283	0.00083434	5.7138e-05	
0.01	0.00048819	0.0067437	0.0066821	0.0066821	0.026604	0.00093861	7.601e-05	0.00017298	0.00011723	0.031212	0.00053219	0.0057838	0.0032229	0.00026392	0.00036774	0.0021317	0.00083771	5.7937e-05	
0.01	0.00049303	0.006745	0.0066835	0.0066835	0.026582	0.00094035	7.8202e-05	0.00017468	0.00011862	0.03119	0.00053479	0.0057848	0.0032243	0.00026286	0.00037467	0.0021351	0.0008411	5.8767e-05	
0.01	0.00049782	0.0067464	0.0066848	0.0066848	0.026561	0.00094203	8.0374e-05	0.00017637	0.00011999	0.031169	0.00053737	0.0057858	0.0032257	0.00026178	0.00038152	0.0021386	0.00084447	5.9585e-05	
0.01	0.00050279	0.0067478	0.0066862	0.0066862	0.02654	0.00094389	8.2602e-05	0.0001781	0.00012142	0.031147	0.00054001	0.0057868	0.0032272	0.00026072	0.00038866	0.002142	0.00084787	6.0435e-05	
0.01	0.0005027	0.0067492	0.0066876	0.0066876	0.02652	0.00094593	8.4891e-05	0.00017987	0.0001229	0.031127	0.0005427	0.0057879	0.0032288	0.00025966	0.00039613	0.0021455	0.00085129	6.1319e-05	
0.01	0.00050225	0.0067548	0.0066932	0.0066932	0.026438	0.00095377	9.3921e-05	0.00018688	0.00012871	0.031044	0.00055335	0.0057921	0.0032348	0.00025538	0.00042561	0.0021595	0.00086491	6.4784e-05	
0.01	0.00051163	0.0067562	0.0066946	0.0066946	0.026417	0.00095565	9.6145e-05	0.00018861	0.00013013	0.031023	0.00055598	0.0057931	0.0032363	0.0002543	0.00043287	0.0021629	0.00086829	6.563e-05	
0.01	0.00052134	0.0067576	0.006696	0.006696	0.026397	0.00095774	9.844e-05	0.00019039	0.00013162	0.031003	0.00055868	0.0057943	0.0032379	0.00025323	0.0004405	0.0021663	0.0008717	6.6518e-05	
0.01	0.00053096	0.006759	0.0066974	0.0066974	0.026377	0.00095976	0.00010071	0.00019215	0.00013309	0.030983	0.00056135	0.0057953	0.0032394	0.00025215	0.00044803	0.0021697	0.0008751	6.739e-05	
0.01	0.00054091	0.0067604	0.0066989	0.0066989	0.026357	0.00096197	0.00010305	0.00019396	0.00013461	0.030963	0.00056409	0.0057965	0.003241	0.00025108	0.00045592	0.0021732	0.00087852	6.83e-05	
0.01	0.00055077	0.0067619	0.0067003	0.0067003	0.026337	0.00096412	0.00010536	0.00019575	0.00013611	0.030943	0.0005668	0.0057976	0.0032426	0.00025	0.0004637	0.0021766	0.00088193	6.9195e-05	
0.01	0.00055277	0.0067633	0.0067018	0.0067018	0.026317	0.00096648	0.00010774	0.0001976	0.00013768	0.030924	0.00056958	0.0057989	0.0032443	0.00024893	0.00047188	0.0021801	0.00088537	7.0132e-05	
0.01	0.00055473	0.0067648	0.0067033	0.0067033	0.026298	0.00096878	0.0001101	0.00019943	0.00013923	0.030904	0.00057233	0.0058	0.0032459	0.00024786	0.00047995	0.0021835	0.00088879	7.1054e-05	
0.01	0.00055665	0.0067662	0.0067047	0.0067047	0.026278	0.000971	0.00011243	0.0002013	0.00014084	0.030885	0.00057506	0.0058013	0.0032475	0.00024678	0.0004884	0.002187	0.0008922	7.1961e-05	
0.01	0.00055853	0.0067677	0.0067062	0.0067062	0.026258	0.00097315	0.00011473	0.00020316	0.00014242	0.030865	0.00057776	0.0058025	0.0032491	0.00024569	0.00049674	0.0021905	0.0008956	7.2852e-05	
0.01	0.00056053	0.0067691	0.0067076	0.0067076	0.026239	0.0009755	0.0001171	0.00020507	0.00014407	0.030846	0.00058053	0.0058038	0.0032508	0.00024461	0.00050547	0.0021939	0.00089903	7.3783e-05	
0.01	0.00056265	0.0067707	0.0067092	0.0067092	0.02622	0.00097806	0.00011955	0.00020704	0.00014579	0.030827	0.00058336	0.0058052	0.0032525	0.00024354	0.00051462	0.0021974	0.00090247	7.4755e-05	
0.01	0.00056472	0.0067721	0.0067107	0.0067107	0.026201	0.00098054	0.00012196	0.00020898	0.00014748	0.030809	0.00058617	0.0058066	0.0032542	0.00024246	0.00052364	0.0022009	0.00090591	7.571e-05	
0.01	0.00056692	0.0067737	0.0067122	0.0067122	0.026183	0.00098324	0.00012445	0.00021098	0.00014924	0.03079	0.00058905	0.005808	0.003256	0.00024139	0.00052547	0.0022045	0.00090937	7.6708e-05	
0.01	0.00056908	0.0067752	0.0067137	0.0067137	0.026164	0.00098586	0.00012691	0.00021296	0.00015097	0.030772	0.00059189	0.0058094	0.0032577	0.00024031	0.00052724	0.002208	0.00091282	7.7689e-05	
0.01	0.00057138	0.0067768	0.0067153	0.0067153	0.026146	0.00098872	0.00012946	0.00021492	0.00015268	0.030754	0.00059481	0.0058108	0.0032596	0.00023924	0.00052896	0.0022115	0.0009163	7.8718e-05	
0.01	0.00057363	0.0067783	0.0067168	0.0067168	0.026128	0.0009915	0.00013197	0.00021685	0.00015436	0.030737	0.00059771	0.0058122	0.0032614	0.00023816	0.00053062	0.002215	0.00091976	7.9729e-05	
0.01	0.00057583	0.0067799	0.0067184	0.0067184	0.02611	0.0009942	0.00013446	0.00021877	0.00015601	0.030719	0.00060058	0.0058135	0.0032631	0.00023708	0.00053222	0.0022185	0.00092321	8.0795e-05	
0.01	0.00057818	0.0067815	0.00672	0.00672	0.026092	0.00099714	0.00013703	0.00022074	0.00015774	0.030701	0.00060352	0.0058149	0.003265	0.00023601	0.00053399	0.0022221	0.00092669	8.1917e-05	
0.01	0.00058048	0.006783	0.0067216	0.0067216	0.026074	0.001	0.00013957	0.00022269	0.00015945	0.030684	0.00060643	0.0058163	0.0032668	0.00023493	0.00053571	0.0022256	0.00093016	8.3021e-05	
0.01	0.00058291	0.0067846	0.0067232	0.0067232	0.026057	0.0010031	0.00014219	0.0002247	0.00016122	0.030666	0.00060932	0.0058178	0.0032686	0.00023385	0.00053758	0.0022292	0.00093365	8.4174e-05	
0.01	0.00058549	0.0067862	0.0067248	0.0067248	0.02604	0.0010065	0.00014489	0.00022677	0.00016308	0.030649	0.00061228	0.0058193	0.0032705	0.00023279	0.00053963	0.0022328	0.00093717	8.538e-05	
0.01	0.00058803	0.0067879	0.0067265	0.0067265	0.026023	0.0010097	0.00014757	0.00022882	0.0001649	0.030632	0.00061522	0.0058208	0.0032724	0.00023172	0.00054163	0.0022363	0.00094068	8.6568e-05	
0.01	0.0005907	0.0067895	0.0067282	0.0067282	0.026006	0.0010132	0.00015033	0.00023093	0.0001668	0.030615	0.00061822	0.0058224	0.0032743	0.00023065	0.00054379	0.0022399	0.00094422	8.7806e-05	
0.01	0.00059352	0.0067912	0.0067299	0.0067299	0.02599	0.001017	0.00015317	0.0002331	0.00016878	0.030599	0.0006213	0.0058241	0.0032763	0.0002296	0.00054612	0.0022436	0.00094778	8.9098e-05	
0.01	0.00059629	0.0067929	0.0067316	0.0067316	0.025973	0.0010206	0.00015599	0.00023525	0.00017074	0.030583	0.00062435	0.0058257	0.0032783	0.00022853	0.00054839	0.0022472	0.00095133	9.037e-05	
0.01	0.00059922	0.0067946	0.0067333	0.0067333	0.025957	0.0010245	0.0001589	0.00023746	0.00017277	0.030567	0.00062748	0.0058274	0.0032804	0.00022748	0.00055085	0.0022509	0.00095491	9.1702e-05	
0.01	0.00060209	0.0067964	0.0067351	0.0067351	0.025942	0.0010287	0.0001619	0.00023975	0.0001749	0.030552	0.00063068	0.0058292	0.0032825	0.00022643	0.00055351	0.0022545	0.00095852	9.3093e-05	
0.01	0.00060513	0.0067982	0.006737	0.006737	0.025927	0.0010332	0.00016487	0.000242	0.00017699	0.030538	0.00063396	0.005831	0.0032848	0.00022538	0.00055609	0.0022582	0.00096211	9.4546e-05	
0.01	0.00060832	0.0068001	0.0067388	0.0067388	0.025913	0.001038	0.00016794	0.00024433	0.00017917	0.030524	0.00063733	0.0058329	0.0032871	0.00022433	0.00055888	0.0022619	0.00096573	9.6064e-05	
0.01	0.00061169	0.006802	0.0067408	0.0067408	0.025899	0.001043	0.00017111	0.00024672	0.00018145	0.030511	0.00064077	0.0058348	0.0032895	0.0002233	0.00056187	0.0022656	0.00096939	9.765e-05	
0.01	0.00061499	0.0068039	0.0067427	0.0067427	0.025885	0.0010484	0.00017439	0.00024919	0.00018382	0.030498	0.0006443	0.0058368	0.003292	0.00022227	0.00056507	0.0022693	0.00097307	9.9305e-05	
0.01	0.00061847	0.0068059	0.0067447	0.0067447	0.025872	0.001054	0.00017778	0.00025173	0.00018629	0.030487	0.00064792	0.005839	0.0032945	0.00022124	0.0005685	0.0022731	0.00097679	0.00010104	
0.01	0.00062189	0.0068078	0.0067466	0.0067466	0.025858	0.0010596	0.00018112	0.00025424	0.00018872	0.030475	0.0006515	0.005841	0.0032971	0.00022022	0.00057185	0.0022768	0.00098049	0.00010275	
0.01	0.00062524	0.0068097	0.0067485	0.0067485	0.025844	0.001065	0.00018443	0.00025672	0.00019112	0.030462	0.00065504	0.0058432	0.0032996	0.00021918	0.00057544	0.0022805	0.00098417	0.00010444	
0.01	0.00062877	0.0068116	0.0067505	0.0067505	0.025831	0.0010708	0.00018784	0.00025927	0.00019361	0.030451	0.00065868	0.0058455	0.0033021	0.00021815	0.00057926	0.0022843	0.00098789	0.0001062	
